State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Latitude,Longitude,Latitude_rad,Longitude_rad,APC_outlier_score,LP_outlier_score,PDP_outlier_score,NNPP_outlier_score
DELTA,NDOKWA WEST,EMU,10-12-10-018,TOWN HALL - UKU/OKA,100,462,15,13,63,0,5.6816381,6.4214027,0.09916329175175484,0.11207461971145367,17.0,57.75,47.5,0.375
DELTA,NDOKWA WEST,EMU,10-12-10-019,OBIOGWU - OGBENODI/UMU OJUGBELI,106,364,10,35,57,0,5.6948999,6.4129095,0.09939475382649583,0.11192638540742329,5.7857142857142865,39.28571428571429,30.785714285714285,0.42857142857142855
DELTA,NDOKWA WEST,EMU,10-12-10-020,EMU IYASELE PRIMARY SCHOOL - EMU IYASELE  I & II QUARTERS,124,312,39,28,55,0,5.6415051,6.3917343,0.09846283876305195,0.111556808447655,22.833333333333332,53.0,32.5,1.0
DELTA,OKPE,OREROKPE,10-13-01-002,PAVILION POLICE STATION II,196,789,39,116,26,2,5.5786004,5.8225932,0.09736494463307267,0.1016234223442327,32.875,5.75,16.25,1.5
DELTA,OKPE,OREROKPE,10-13-01-004,PALACE GATE II,176,865,31,83,45,0,5.4805221,5.7333322,0.09565315537331393,0.10006552400061004,26.105263157894736,63.473684210526315,28.36842105263158,0.0
DELTA,OKPE,OREROKPE,10-13-01-005,"ADANE - OKPE PRIMARY SCHOOL, OREROKPE I",161,750,31,82,16,0,5.6375274,5.8868151,0.09839341480139537,0.10274430595111923,10.133333333333333,21.133333333333333,1.0666666666666664,0.3333333333333333
DELTA,OKPE,OREROKPE,10-13-01-007,"ADANE - OKPE PRIMARY SCHOOL, OREROKPE III",212,1092,48,125,17,1,5.6375274,5.8868151,0.09839341480139537,0.10274430595111923,28.266666666666666,67.0,0.0,0.7333333333333334
DELTA,OKPE,OREROKPE,10-13-01-008,"ADANE - OKPE PRIMARY SCHOOL, OREROKPE IV",170,908,45,87,21,1,5.6375274,5.8868151,0.09839341480139537,0.10274430595111923,25.066666666666666,26.46666666666667,4.266666666666666,0.7333333333333334
DELTA,OKPE,OREROKPE,10-13-01-009,"ADANE - OKPE PRIMARY SCHOOL, OREROKPE V",116,599,20,70,10,0,5.6375274,5.8868151,0.09839341480139537,0.10274430595111923,1.6000000000000014,8.333333333333336,7.466666666666665,0.3333333333333333
DELTA,OKPE,OREROKPE,10-13-01-010,"CUSTOMARY COURT, ORODJE ROAD",305,1659,65,186,48,0,5.6438021,5.8902345,0.09850292897597027,0.10280398573956194,45.72727272727273,131.72727272727272,23.636363636363637,0.22727272727272727
DELTA,OKPE,OREROKPE,10-13-01-011,"ORHUE PRIMARY SCHOOL, OREROKPE I",272,1529,48,125,80,0,5.6401001,5.8962545,0.09843831688706142,0.10290905456053201,34.166666666666664,76.27777777777777,57.611111111111114,0.16666666666666666
DELTA,OKPE,OREROKPE,10-13-01-012,"ORHUE PRIMARY SCHOOL, OREROKPE II",177,840,31,87,37,0,5.6401001,5.8962545,0.09843831688706142,0.10290905456053201,16.22222222222222,36.166666666666664,12.222222222222221,0.16666666666666666
DELTA,OKPE,OREROKPE,10-13-01-014,"OKULOHO PRIMARY SCHOOL, OKULOHO II",57,255,52,22,38,0,5.6375274,5.8868151,0.09839341480139537,0.10274430595111923,32.53333333333333,42.86666666666666,22.4,0.3333333333333333
DELTA,OKPE,OVIRI - OKPE,10-13-02-001,"OKORODUDU PRIMARY SCHOOL, OVIRI - OKPE",111,395,0,0,0,0,5.7261388,5.8434123,0.09993997548619708,0.10198678418653465,39.8,11.0,59.2,0.0
DELTA,OKPE,OVIRI - OKPE,10-13-02-003,"OKORODUDU   PRIMARY SCHOOL, OVIRI - OKPE I",0,340,33,15,41,0,5.7261388,5.8434123,0.09993997548619708,0.10198678418653465,0.20000000000000284,7.0,10.0,0.0
DELTA,OKPE,OVIRI - OKPE,10-13-02-004,"OKORODUDU   PRIMARY SCHOOL, OVIRI - OKPE II",0,451,47,16,74,0,5.7261388,5.8434123,0.09993997548619708,0.10198678418653465,16.6,8.2,29.6,0.0
DELTA,OKPE,OVIRI - OKPE,10-13-02-005,"OKORODUDU   PRIMARY SCHOOL, OVIRI - OKPE III",133,454,39,8,79,0,5.7261388,5.8434123,0.09993997548619708,0.10198678418653465,7.0,1.4000000000000004,35.6,0.0
DELTA,OKPE,OVIRI - OKPE,10-13-02-007,"OKORODUDU   PRIMARY SCHOOL, OVIRI - OKPE V",87,276,39,6,37,0,5.7318192,5.8459341,0.10003911716902737,0.10203079789961145,7.0,3.8000000000000007,14.799999999999997,0.0
DELTA,OKPE,OVIRI - OKPE,10-13-02-008,"OKORODUDU   PRIMARY SCHOOL, OVIRI - OKPE VI",0,331,41,10,65,0,5.7261388,5.8434123,0.09993997548619708,0.10198678418653465,9.399999999999999,1.0,18.799999999999997,0.0
DELTA,OKPE,OVIRI - OKPE,10-13-02-009,"UMIAGHWA PRIMARY SCHOOL,  UMIAGHWA I",0,423,29,20,31,0,5.678431,5.828683,0.09910731729731412,0.10172970940502064,6.5,8.5,23.0,0.0
DELTA,OKPE,OVIRI - OKPE,10-13-02-010,"UMIAGHWA PRIMARY SCHOOL,  UMIAGHWA II",86,284,28,6,50,0,5.678431,5.828683,0.09910731729731412,0.10172970940502064,8.0,12.5,5.5,0.0
DELTA,OKPE,OVIRI - OKPE,10-13-02-012,"UMIAGHWA PRIMARY SCHOOL,  UMIAGHWA IV",0,399,43,17,58,0,5.678431,5.828683,0.09910731729731412,0.10172970940502064,14.5,4.0,17.5,0.0
DELTA,OKPE,OHA  I,10-13-03-002,"OGHWERE PRIMARY SCHOOL,  OHA  TOWN II",125,846,49,29,45,0,5.6427302,5.85121,0.09848422079171813,0.10212287972561741,35.0,38.71428571428571,14.285714285714285,0.2857142857142857
DELTA,OKPE,OHA  I,10-13-03-004,"OHA TOWN HALL,   OHA  TOWN II",0,835,22,41,45,0,5.6427302,5.85121,0.09848422079171813,0.10212287972561741,4.142857142857142,25.0,14.285714285714285,0.2857142857142857
DELTA,OKPE,OHA  I,10-13-03-005,"OHA TOWN HALL,   OHA  TOWN III",112,719,16,47,26,0,5.6427302,5.85121,0.09848422079171813,0.10212287972561741,2.7142857142857153,18.14285714285714,7.428571428571431,0.2857142857142857
DELTA,OKPE,OHA  I,10-13-03-006,"OKUOKOKO TOWN HALL, OKUOKOKO I",177,750,11,148,12,0,5.6427302,5.85121,0.09848422079171813,0.10212287972561741,8.428571428571427,97.28571428571428,23.42857142857143,0.2857142857142857
DELTA,OKPE,OHA  I,10-13-03-007,"OKUOKOKO TOWN HALL, OKUOKOKO II",204,890,9,162,11,2,5.6427302,5.85121,0.09848422079171813,0.10212287972561741,10.714285714285715,113.28571428571428,24.57142857142857,2.0
DELTA,OKPE,OHA  I,10-13-03-008,"OSUBI TOWN HALL, OSUBI I",517,3935,8,433,58,2,5.5932693,5.8274722,0.09762096523571848,0.10170857695843749,3.4444444444444446,362.0,43.333333333333336,1.6666666666666667
DELTA,OKPE,OHA  I,10-13-03-009,"OSUBI TOWN HALL, OSUBI II",247,1673,14,166,46,3,5.5932693,5.8274722,0.09762096523571848,0.10170857695843749,10.11111111111111,65.33333333333333,30.0,2.7777777777777777
DELTA,OKPE,OHA  I,10-13-03-011,"UGOLO TOWN HALL, UGOLO II",136,863,26,57,22,0,5.5873622,5.8370997,0.09751786689147392,0.10187660853217324,22.0,30.666666666666668,14.0,0.3333333333333333
DELTA,OKPE,OHA  I,10-13-03-012,"OKUODIETE  TOWN  HALL, OKUODIETE",173,967,31,66,64,0,5.6427302,5.85121,0.09848422079171813,0.10212287972561741,14.428571428571427,3.5714285714285694,36.0,0.2857142857142857
DELTA,OKPE,OHA  I,10-13-03-013,"OKOZI TOWN HALL, OKOZI I",75,241,7,9,55,0,5.6427302,5.85121,0.09848422079171813,0.10212287972561741,13.0,61.57142857142857,25.714285714285715,0.2857142857142857
DELTA,OKPE,OHA  I,10-13-03-016,"OKURIKPERHE TOWN HALL, OKURIKPERHE I",165,914,19,92,31,1,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,2.6190476190476204,54.61904761904762,11.476190476190474,0.8571428571428572
DELTA,OKPE,OHA  I,10-13-03-017,"OKURIKPERHE TOWN HALL, OKURIKPERHE II",123,914,9,74,24,1,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,13.095238095238095,35.76190476190476,18.80952380952381,0.8571428571428572
DELTA,OKPE,OHA  II,10-13-04-002,"ADAGBRASSA TOWN HALL, ADAGBRASSA II",87,561,22,15,40,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,6.260869565217391,28.869565217391305,12.73913043478261,0.17391304347826086
DELTA,OKPE,OHA  II,10-13-04-003,"ADAGBRASSA TOWN HALL, ADAGBRASSA III",88,471,23,16,43,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,7.304347826086957,27.826086956521742,15.869565217391305,0.17391304347826086
DELTA,OKPE,OHA  II,10-13-04-004,"ADAGBRASSA TOWN HALL, ADAGBRASSA IV",87,510,16,21,40,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,0.0,22.608695652173914,12.73913043478261,0.17391304347826086
DELTA,OKPE,OHA  II,10-13-04-005,"ODJEDI TOWN HALL, ODJEDI",121,758,43,34,38,0,5.6405797,5.8185223,0.098446687486154,0.10155237173571326,-1.0,-1.0,-1.0,-1.0
DELTA,OKPE,OHA  II,10-13-04-006,"AMUOKPOKPO TOWN HALL, AMUOKPOKPO I",106,351,32,17,32,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,11.0,23.95238095238095,10.42857142857143,0.19047619047619047
DELTA,OKPE,OHA  II,10-13-04-007,"AMUOKPOKPO TOWN HALL, AMUOKPOKPO II",127,411,41,16,51,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,20.428571428571427,25.0,9.476190476190474,0.19047619047619047
DELTA,OKPE,OHA  II,10-13-04-008,"OKWITAIRE TOWN HALL, OKWITAIRE",130,454,38,22,68,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,17.285714285714285,18.714285714285715,27.285714285714285,0.19047619047619047
DELTA,OKPE,OHA  II,10-13-04-009,"UGHWAGBA  TOWN HALL,   UGHWAGBA I",127,727,6,20,96,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,16.238095238095237,20.80952380952381,56.61904761904762,0.19047619047619047
DELTA,OKPE,OHA  II,10-13-04-010,"UGHWAGBA  TOWN HALL,   UGHWAGBA II",99,650,17,22,54,1,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,4.714285714285715,18.714285714285715,12.61904761904762,0.8571428571428572
DELTA,OKPE,OHA  II,10-13-04-011,"OKUIGHELE TOWN HALL, OKUIGHELE",180,646,62,27,81,0,5.5309716,5.7382518,0.0965336652542988,0.10015138721849115,56.3125,47.5625,73.75,0.5
DELTA,OKPE,OHA  II,10-13-04-012,"EVWRIYEN PRIMARY SCHOOL, EVWRIYEN I",178,607,51,22,83,0,5.5583443,5.7801309,0.09701140899445945,0.1008823154012631,36.55882352941177,75.11764705882354,61.05882352941177,0.7941176470588235
DELTA,OKPE,OHA  II,10-13-04-014,"OKWIDIEMO PRIMARY SCHOOL, OKWIDIEMO",210,791,76,34,75,0,5.7335471,5.7948577,0.10006927471317258,0.1011393465495458,56.0,25.5,25.5,0.0
DELTA,OKPE,AGHALOKPE,10-13-05-002,S.P.C.C.  AGHALOKPE II,120,427,42,28,47,0,5.7567813,5.8713769,0.10047478800223944,0.10247485853053785,-1.0,-1.0,-1.0,-1.0
DELTA,OKPE,AGHALOKPE,10-13-05-004,"AJAGOLO PRIMARY SCHOOL, AGHALOKPE II",42,255,10,5,17,0,5.769029,5.853019,0.10068855069303595,0.10215445273178599,10.333333333333332,3.0,28.0,0.0
DELTA,OKPE,AGHALOKPE,10-13-05-006,"OGONI  PRIMARY  SCHOOL, AGHALOKPE II",98,307,16,16,60,0,5.768868,5.869567,0.10068574071294024,0.102443269816406,2.25,5.25,16.875,0.25
DELTA,OKPE,AGHALOKPE,10-13-05-007,"OGONI  PRIMARY  SCHOOL, AGHALOKPE III",62,229,10,11,38,0,5.768868,5.869567,0.10068574071294024,0.102443269816406,4.5,10.875,7.875,0.25
DELTA,OKPE,AGHALOKPE,10-13-05-008,"OGONI  PRIMARY  SCHOOL, AGHALOKPE IV",53,183,14,14,22,0,5.768868,5.869567,0.10068574071294024,0.102443269816406,0.0,7.5,25.875,0.25
DELTA,OKPE,AGHALOKPE,10-13-05-009,"UNURHIE TOWN, AGHALOKPE",49,793,43,25,110,0,5.7681408,5.8828751,0.10067304867861974,0.10267553997859066,-1.0,-1.0,-1.0,-1.0
DELTA,OKPE,AGHALOKPE,10-13-05-010,"AJAGUOYIBO TOWN HALL, AJAGUOYIBO I",105,442,21,8,75,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,0.5238095238095255,33.38095238095238,34.61904761904762,0.19047619047619047
DELTA,OKPE,AGHALOKPE,10-13-05-011,"AJAGUOYIBO TOWN HALL, AJAGUOYIBO II",61,348,11,3,46,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,5.217391304347824,41.391304347826086,19.0,0.17391304347826086
DELTA,OKPE,AGHALOKPE,10-13-05-012,OHWAROHWA TOWN HALL OHWAROHWA,80,262,37,22,21,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,21.913043478260867,21.56521739130435,7.086956521739129,0.17391304347826086
DELTA,OKPE,ARAGBA  TOWN,10-13-06-002,"ARAGBA TOWN HALL , ARAGBA II",104,323,23,20,41,0,5.726139,6.1394441,0.09993997897685558,0.10715351378714,20.0,7.0,19.0,0.0
DELTA,OKPE,ARAGBA  TOWN,10-13-06-003,"ARAGBA TOWN HALL , ARAGBA III",129,429,43,13,60,0,5.726139,6.1394441,0.09993997897685558,0.10715351378714,20.0,7.0,19.0,0.0
DELTA,OKPE,ARAGBA  TOWN,10-13-06-004,"ARAGBA TOWN HALL , ARAGBA IV",87,326,27,9,46,0,5.4896273,5.7563451,0.09581207109236652,0.10046717487604225,4.75,23.75,22.875,0.20833333333333334
DELTA,OKPE,ARAGBA  TOWN,10-13-06-005,"EDJEBA PRIMARY SCHOOL, EDJEBA",27,126,8,3,12,0,5.5425104,5.731532,0.09673505530602793,0.10003410458341563,3.3,65.6,3.1999999999999993,0.3
DELTA,OKPE,ARAGBA  TOWN,10-13-06-006,"OVWORI PRIMARY SCHOOL, OVWORI  I",86,277,22,10,44,0,5.791386,5.794109,0.10107875395390432,0.10112627926943613,2.0,2.0,12.0,0.0
DELTA,OKPE,ARAGBA  TOWN,10-13-06-007,"OVWORI PRIMARY SCHOOL, OVWORI  II",62,224,20,8,32,0,5.791386,5.794109,0.10107875395390432,0.10112627926943613,2.0,2.0,12.0,0.0
DELTA,OKPE,ARAGBA  TOWN,10-13-06-009,"ADAGBRASSA TOWN HALL, ADAGBRASSA II",196,874,49,16,118,0,5.769029,5.853019,0.10068855069303595,0.10215445273178599,41.666666666666664,11.666666666666668,106.66666666666667,0.0
DELTA,OKPE,ARAGBA  TOWN,10-13-06-010,"ADAVWARE TOWN HALL, ADAVWARE",103,534,42,8,47,0,5.4896273,5.7563451,0.09581207109236652,0.10046717487604225,20.375,24.791666666666664,23.916666666666668,0.20833333333333334
DELTA,OKPE,ARAGBA  TOWN,10-13-06-011,"OGIRIBO TOWN HALL, OGIRIBO",49,276,36,3,8,0,5.5892705,5.8594573,0.09755117300958971,0.10226682226501714,9.914285714285715,64.08571428571429,5.371428571428572,0.2571428571428571
DELTA,OKPE,MEREJE  I,10-13-07-001,"EKOKOR PRIMARY SCHOOL, EKOKOR I",125,657,21,9,91,0,5.5479765,5.7819431,0.09683045674827118,0.10091394425796775,8.105263157894736,104.3157894736842,75.26315789473685,1.0526315789473684
DELTA,OKPE,MEREJE  I,10-13-07-002,"EKOKOR PRIMARY SCHOOL, EKOKOR II",82,340,15,15,50,0,5.5479765,5.7819431,0.09683045674827118,0.10091394425796775,1.7894736842105257,98.0,32.10526315789474,1.0526315789473684
DELTA,OKPE,MEREJE  I,10-13-07-004,"EGBORODE PRIMARY SCHOOL, EGBORODE II",79,683,11,26,32,0,5.5520995,5.7823508,0.09690241667333091,0.10092105996532813,6.903225806451612,68.58064516129032,0.0967741935483879,0.9354838709677419
DELTA,OKPE,MEREJE  I,10-13-07-006,"EGBORODE TOWN HALL, EGBORODE II",0,554,17,28,53,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,4.714285714285715,12.42857142857143,11.57142857142857,0.19047619047619047
DELTA,OKPE,MEREJE  I,10-13-07-007,"EGBORODE TOWN HALL, EGBORODE III",0,1064,21,43,52,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,0.5238095238095255,3.2857142857142847,10.523809523809526,0.19047619047619047
DELTA,OKPE,MEREJE  I,10-13-07-008,"MEREJE TOWN HALL, MEREJE I",127,767,19,32,69,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,10.545454545454547,8.0,0.27272727272726627,0.18181818181818182
DELTA,OKPE,MEREJE  I,10-13-07-009,"MEREJE TOWN HALL, MEREJE II",189,944,21,57,108,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,8.363636363636363,35.27272727272727,42.81818181818181,0.18181818181818182
DELTA,OKPE,MEREJE  I,10-13-07-010,"MEREJE TOWN HALL, MEREJE III",153,708,10,37,94,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,20.363636363636363,13.454545454545453,27.545454545454547,0.18181818181818182
DELTA,OKPE,MEREJE  I,10-13-07-011,"MEREJE TOWN HALL, MEREJE IV",116,581,15,27,69,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,1.0434782608695663,16.347826086956523,43.0,0.17391304347826086
DELTA,OKPE,MEREJE  I,10-13-07-012,"IFUAMA TOWN HALL, EROGHOR",0,551,34,6,67,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,18.782608695652172,38.26086956521739,40.913043478260875,0.17391304347826086
DELTA,OKPE,MEREJE  I,10-13-07-014,"OKWOKOLO TOWN HALL, OKWOKOLO II",71,398,13,28,24,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,8.904761904761905,12.42857142857143,18.80952380952381,0.19047619047619047
DELTA,OKPE,MEREJE  I,10-13-07-016,"OKWUVO TOWN HALL, OKWUVO II",88,465,19,13,50,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,2.6190476190476204,28.142857142857146,8.42857142857143,0.19047619047619047
DELTA,OKPE,MEREJE  II,10-13-08-001,"OVIRI COURT,  ADEJE",192,750,95,36,49,0,5.650761,5.7675101,0.0986243846932873,0.1006620408870274,-1.0,-1.0,-1.0,-1.0
DELTA,OKPE,MEREJE  II,10-13-08-003,"ADEJE  PRIMARY SCHOOL,  ADEJE II",173,750,0,0,0,0,5.6783161,5.7649993,0.09910531191400358,0.10061821916016835,-1.0,-1.0,-1.0,-1.0
DELTA,OKPE,MEREJE  II,10-13-08-004,"EGBELEKU PRIMARY SCHOOL, EGBELEKU",187,788,95,15,35,0,5.6929083,5.7951567,0.0993599938491131,0.10114456508400926,-1.0,-1.0,-1.0,-1.0
DELTA,OKPE,MEREJE  II,10-13-08-005,"OKWIJOROGU TOWN HALL, OKWIJOROGU",129,750,37,40,47,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,16.238095238095237,0.1428571428571459,5.285714285714285,0.19047619047619047
DELTA,OKPE,MEREJE  II,10-13-08-006,"OKWEJEBA PRIMARY SCHOOL,  OKWEJEBA",171,750,49,23,82,0,5.7033668,5.7604306,0.09954252910893294,0.10053848030263247,-1.0,-1.0,-1.0,-1.0
DELTA,OKPE,MEREJE  II,10-13-08-007,"OKUGBOGBO TOWN HALL, OKUGBOGBO",95,749,26,14,49,0,5.5411302,5.7638565,0.09671096627169189,0.10059827353747655,20.36,77.84,37.32,0.24
DELTA,OKPE,MEREJE  II,10-13-08-008,"OKUEMOEFE TOWN HALL, OKUEMOEFE",99,274,43,6,39,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,22.523809523809526,35.476190476190474,3.095238095238095,0.19047619047619047
DELTA,OKPE,MEREJE  II,10-13-08-009,"IRIAMA PRIMARY SCHOOL, IRIAMA I",102,324,24,9,62,0,5.6401001,5.8962545,0.09843831688706142,0.10290905456053201,8.833333333333334,46.166666666666664,38.611111111111114,0.16666666666666666
DELTA,OKPE,MEREJE  II,10-13-08-010,"IRIAMA PRIMARY SCHOOL, IRIAMA II",120,318,39,7,61,0,5.693373,5.7198635,0.09936810439414713,0.09983045083964667,-1.0,-1.0,-1.0,-1.0
DELTA,OKPE,MEREJE  II,10-13-08-011,"OPURAJA PRIMARY SCHOOL, OPURAJA I",97,373,12,19,61,0,5.8880762,5.6842827,0.10276631629831615,0.09920944872915308,1.6944444444444446,54.138888888888886,30.36111111111111,3.4444444444444446
DELTA,OKPE,MEREJE  II,10-13-08-012,"OPURAJA PRIMARY SCHOOL, OPURAJA II",149,724,25,17,93,0,5.8880762,5.6842827,0.10276631629831615,0.09920944872915308,11.666666666666666,56.19444444444444,63.25,3.4444444444444446
DELTA,OKPE,MEREJE  II,10-13-08-013,"OPURAJA PRIMARY SCHOOL, OPURAJA III",43,236,9,7,29,0,5.8880762,5.6842827,0.10276631629831615,0.09920944872915308,4.777777777777779,66.47222222222223,2.5277777777777786,3.4444444444444446
DELTA,OKPE,MEREJE  II,10-13-08-014,"OPURAJA PRIMARY SCHOOL, OPURAJA IV",63,250,13,5,42,0,5.8880762,5.6842827,0.10276631629831615,0.09920944872915308,0.6666666666666661,68.52777777777777,10.833333333333332,3.4444444444444446
DELTA,OKPE,MEREJE  II,10-13-08-015,"ALELODJE TOWN HALL,  ALELODJE",145,731,51,21,70,1,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,30.904761904761905,19.76190476190476,29.38095238095238,0.8571428571428572
DELTA,OKPE,MEREJE  II,10-13-08-016,"IKPOKPOGRI TOWN HALL, IKPOKPOGRI",165,496,26,37,85,0,5.5411302,5.7638565,0.09671096627169189,0.10059827353747655,20.36,53.92,74.76,0.24
DELTA,OKPE,MEREJE  III,10-13-09-002,"OYENKE TOWN HALL, OYENKE II",176,639,33,37,75,1,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,4.727272727272727,13.454545454545453,6.818181818181813,0.9090909090909091
DELTA,OKPE,MEREJE  III,10-13-09-003,OYENKE TOWN HALL OYENKE III,114,402,22,19,62,1,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,7.272727272727273,6.181818181818183,7.36363636363636,0.9090909090909091
DELTA,OKPE,MEREJE  III,10-13-09-004,"JAKPA TOWN HALL, JAKPA",93,324,17,6,70,0,5.5614806,5.7594485,0.09706614775578976,0.10052133942404864,8.727272727272727,93.72727272727273,64.45454545454545,0.45454545454545453
DELTA,OKPE,MEREJE  III,10-13-09-005,"OKUOBUDE TOWN HALL, OKUOBUDE",0,960,72,50,108,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,47.27272727272727,27.636363636363637,42.81818181818181,0.18181818181818182
DELTA,OKPE,MEREJE  III,10-13-09-006,"OKUOGHOLO TOWN HALL, OKUOGHOLO",65,223,13,22,29,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,17.09090909090909,2.90909090909091,43.36363636363636,0.18181818181818182
DELTA,OKPE,MEREJE  III,10-13-09-007,"OKUETOLOR TOWN HALL, OKUETOLOR I",96,395,22,10,52,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,7.272727272727273,16.0,18.272727272727266,0.18181818181818182
DELTA,OKPE,MEREJE  III,10-13-09-008,"OKUETOLOR TOWN HALL, OKUETOLOR II",120,407,34,9,66,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,5.818181818181817,17.09090909090909,3.0,0.18181818181818182
DELTA,OKPE,MEREJE  III,10-13-09-009,"OKUETOLOR TOWN HALL, OKUETOLOR III",117,355,34,11,54,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,5.818181818181817,14.90909090909091,16.090909090909093,0.18181818181818182
DELTA,OKPE,MEREJE  III,10-13-09-010,"OKOBIA PRIMARY SCHOOL, OKOBIA I",98,444,23,12,62,0,5.7335471,5.7948577,0.10006927471317258,0.1011393465495458,23.5,7.5,6.0,0.0
DELTA,OKPE,MEREJE  III,10-13-09-011,"OKOBIA PRIMARY SCHOOL, OKOBIA II",61,356,17,5,37,0,5.7335471,5.7948577,0.10006927471317258,0.1011393465495458,32.5,18.0,31.5,0.0
DELTA,OKPE,MEREJE  III,10-13-09-012,"OKUEGUME TOWN HALL, OKUEGUME",79,322,12,2,60,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,18.181818181818183,24.727272727272727,9.545454545454547,0.18181818181818182
DELTA,OKPE,MEREJE  III,10-13-09-013,"OKOLOVU TOWN HALL, OKOLOVU",111,287,52,10,48,0,5.7326713,5.761583,0.1000539891195836,0.10055859347693245,25.454545454545453,16.0,22.63636363636364,0.18181818181818182
DELTA,OKPE,UGHOTON,10-13-10-003,"OMETA PRIMARY SCHOOL, UGHOTON",195,996,36,108,43,0,5.5924315,5.7054515,0.09760634286724526,0.09957891398784925,20.869565217391305,68.17391304347825,15.869565217391305,0.17391304347826086
DELTA,OKPE,UGHOTON,10-13-10-004,"UGHOTON PRIMARY SCHOOL, UGHOTON",160,750,18,67,34,0,5.5924315,5.7054515,0.09760634286724526,0.09957891398784925,2.086956521739131,25.391304347826086,6.478260869565219,0.17391304347826086
DELTA,OKPE,UGHOTON,10-13-10-005,UGHOTON  PRIMARY SCHOOL UGHOTON,145,764,23,64,42,1,5.5924315,5.7054515,0.09760634286724526,0.09957891398784925,7.304347826086957,22.26086956521739,14.826086956521738,0.8695652173913043
DELTA,OKPE,UGHOTON,10-13-10-008,"UGBOKODO TOWN HALL, UGBOKODO II",0,750,20,96,60,0,5.5948833,5.68246,0.09764913484984566,0.09917763661287697,8.75,16.125,24.75,0.25
DELTA,OKPE,UGHOTON,10-13-10-009,"UGBOKODO TOWN HALL, UGBOKODO III",143,750,10,73,41,0,5.5948833,5.68246,0.09764913484984566,0.09917763661287697,2.5,9.75,3.375,0.25
DELTA,OKPE,UGHOTON,10-13-10-010,"UGBOKODO TOWN HALL, UGBOKODO IV",151,750,12,74,59,0,5.5948833,5.68246,0.09764913484984566,0.09917763661287697,0.25,8.625,23.625,0.25
DELTA,OKPE,UGHOTON,10-13-10-011,"JEDDO TOWN HALL, JEDDO",217,750,18,162,17,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,2.086956521739131,124.52173913043478,11.26086956521739,0.17391304347826086
DELTA,OKPE,UGHOTON,10-13-10-014,"UDUMURHIE TOWN HALL, JEDDO II",103,750,16,52,18,0,5.5938659,5.7065764,0.09763137787003587,0.09959854719660495,0.0,9.73913043478261,10.217391304347824,0.17391304347826086
DELTA,OKPE,UGHOTON,10-13-10-015,"UDUMUEVBAHAH, JEDDO",91,750,13,54,16,0,5.5999178,5.6968743,0.09773700345103732,0.0994292136072472,9.0,9.666666666666664,10.0,0.0
DELTA,OKPE,UGHOTON,10-13-10-016,"UBRETE, JEDDO",144,942,8,94,33,0,5.5879782,5.6801181,0.0975286181196662,0.09913676274712452,4.75,13.875,5.625,0.25
DELTA,OKPE,UGHOTON,10-13-10-017,"UDUMUAGWORO,  JEDDO",94,750,8,64,15,0,5.5999178,5.6968743,0.09773700345103732,0.0994292136072472,2.333333333333333,3.6666666666666643,8.666666666666668,0.0
