State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Latitude,Longitude,Latitude_rad,Longitude_rad,APC_outlier_score,LP_outlier_score,PDP_outlier_score,NNPP_outlier_score
DELTA,UDU,OVWIAN   I,10-18-07-001,"OVWIAN PRIMARY SCHOOL, OVWIAN  I",158,750,25,104,7,0,5.4964329,5.7825797,0.09593085121994024,0.10092505502398595,2.666666666666668,52.666666666666664,13.666666666666668,0.3333333333333333
DELTA,UDU,OVWIAN   I,10-18-07-002,"ONOS JUNCTION, OVWIAN  I",143,750,15,108,11,2,5.499343,5.7921968,0.09598164204650252,0.1010929050834795,2.4000000000000004,35.099999999999994,0.75,1.65
DELTA,UDU,OVWIAN   I,10-18-07-003,"EKRATA HALL, OVWIAN",161,750,12,90,45,0,5.4895846,5.7991934,0.0958113258367759,0.10121501878992453,3.366666666666667,27.700000000000003,29.5,0.4666666666666667
DELTA,UDU,OVWIAN   I,10-18-07-004,"OVWIAN TOWN  HALL, OVWIAN I",137,750,8,102,11,0,5.5074355,5.78793,0.09612288281622015,0.1010184353749554,9.484848484848484,42.63636363636363,5.6969696969696955,0.24242424242424243
DELTA,UDU,OVWIAN   I,10-18-07-005,"OVWIAN TOWN  HALL, OVWIAN II",117,750,11,60,8,0,5.4654729,5.8090159,0.0953904972835228,0.10138645375570168,3.0,42.0,12.0,0.0
DELTA,UDU,OVWIAN   I,10-18-07-007,"OVWIAN JUNCTION, OVWIAN",147,750,7,128,7,1,5.499343,5.7921968,0.09598164204650252,0.1010929050834795,6.0,56.099999999999994,3.4499999999999993,0.6
DELTA,UDU,OVWIAN   I,10-18-07-008,"UDUEYARA HALL, OVWIAN",106,750,20,44,23,0,5.499666,5.7855678,0.09598727945998647,0.10097720720736479,6.903225806451612,22.870967741935488,10.096774193548388,0.3870967741935484
DELTA,UDU,OVWIAN   I,10-18-07-010,"67  UDU  ROAD, OVWIAN",131,750,10,96,4,2,5.5003232,5.7913296,0.09599874976383058,0.1010777695882062,6.244444444444444,34.77777777777778,11.377777777777778,1.7333333333333334
DELTA,UDU,OVWIAN   I,10-18-07-011,"OVWIAN GRAMMAR SCHOOL, OVWIAN I",163,750,8,137,4,0,5.4895846,5.7991934,0.0958113258367759,0.10121501878992453,7.5,76.26666666666667,12.866666666666667,0.4666666666666667
DELTA,UDU,OVWIAN   I,10-18-07-012,"OVWIAN GRAMMAR SCHOOL, OVWIAN II",145,750,12,118,9,0,5.4895846,5.7991934,0.0958113258367759,0.10121501878992453,3.366666666666667,56.63333333333333,7.699999999999999,0.4666666666666667
DELTA,UDU,OVWIAN   II,10-18-08-001,"EGINI PRIMARY SCHOOL, EGINI",158,750,35,71,44,0,5.4608461,5.832252,0.09530974438969152,0.10179200020602433,11.333333333333336,15.166666666666664,18.166666666666668,0.0
DELTA,UDU,OVWIAN   II,10-18-08-002,"EGINI TOWN HALL, EGINI",176,750,46,78,46,0,5.4654355,5.8318605,0.09538984453038254,0.10178516724200277,20.0,21.5,16.5,0.5
DELTA,UDU,OVWIAN   II,10-18-08-003,"EGIEGI PRIMARY SCHOOL, EGIEGI I",150,740,67,25,52,0,5.4688323,5.7915467,0.09544912987441428,0.10108155869801227,22.0,1.0,23.0,0.0
DELTA,UDU,OVWIAN   II,10-18-08-004,"EGIEGI PRIMARY SCHOOL, EGIEGI II",117,725,45,26,29,0,5.4663693,5.7921301,0.09540614241493767,0.1010917409488684,22.0,1.0,23.0,0.0
DELTA,UDU,OVWIAN   II,10-18-08-005,"OLERI PRIMARY SCHOOL, OLERI I",179,896,58,58,49,1,5.4446051,5.8090159,0.09502628546587513,0.10138645375570168,37.0,43.0,27.0,0.0
DELTA,UDU,OVWIAN   II,10-18-08-006,"OLERI PRIMARY SCHOOL, OLERI II",181,801,48,49,50,0,5.4568454,5.7736024,0.09523991900230698,0.10076837158104665,-1.0,-1.0,-1.0,-1.0
DELTA,UDU,OVWIAN   II,10-18-08-007,"UJEVWU PRIMARY SCHOOL, UJEVWU I",139,750,31,72,25,0,5.4964329,5.7825797,0.09593085121994024,0.10092505502398595,9.666666666666668,15.333333333333336,7.333333333333332,0.3333333333333333
DELTA,UDU,OVWIAN   II,10-18-08-008,"UJEVWU PRIMARY SCHOOL, UJEVWU II",107,750,23,48,24,0,5.4964329,5.7825797,0.09593085121994024,0.10092505502398595,0.33333333333333215,12.666666666666664,6.166666666666668,0.3333333333333333
DELTA,UDU,OVWIAN   II,10-18-08-009,"UJEVWU PRIMARY SCHOOL, UJEVWU III",146,750,33,49,29,1,5.4964329,5.7825797,0.09593085121994024,0.10092505502398595,12.0,11.5,12.0,0.8333333333333334
DELTA,UDU,OVWIAN   II,10-18-08-010,"UJEVWU TOWN HALL, UJEVWU",154,750,41,60,25,0,5.4632094,5.8215955,0.0953509917559039,0.10160600919428554,-1.0,-1.0,-1.0,-1.0
DELTA,UDU,ORHUWHURUN,10-18-09-001,"ORHUWHURUN PRIMARY SCHOOL, ORHUWHURUN I",157,750,8,137,5,1,5.5071775,5.831263,0.09611837986675002,0.10177473889972209,4.1,68.8,2.8,0.7
DELTA,UDU,ORHUWHURUN,10-18-09-002,"ORHUWHURUN PRIMARY SCHOOL, ORHUWHURUN II",166,750,15,139,7,1,5.507446,5.8313631,0.09612306607579162,0.10177648597430335,3.5999999999999996,71.0,0.5999999999999996,0.7
DELTA,UDU,ORHUWHURUN,10-18-09-003,DEDE PRIMARY SCH ORHUWHURUN,124,740,8,98,13,0,5.5114391,5.8239233,0.096192758818153,0.10164663696861347,5.0,6.9090909090909065,6.2727272727272725,0.5454545454545454
DELTA,UDU,ORHUWHURUN,10-18-09-004,"ORHUWHURUN T/H, ORHUWHURUN II",158,824,26,113,3,0,5.4542172,5.8703507,0.09519404825890607,0.10245694796175389,7.888888888888889,56.666666666666664,20.88888888888889,0.7777777777777778
DELTA,UDU,ORHUWHURUN,10-18-09-005,"AFRICAN CHURCH, ORHUWHURUN",137,750,13,117,4,2,44.5027215,-79.6364125,0.7767190162730697,-1.3899176026013689,-1.0,-1.0,-1.0,-1.0
DELTA,UDU,ORHUWHURUN,10-18-09-008,"OKPEKI HALL  I, ORHUWHURUN",113,750,13,117,4,0,5.7436137,5.9905596,0.10024497002765384,0.1045549890569545,8.904761904761905,80.80952380952381,39.76190476190476,0.19047619047619047
DELTA,UDU,ORHUWHURUN,10-18-09-010,"OTEBOR  HALL, ORHUWHURUN",147,750,20,122,1,0,5.5690508,5.7761908,0.09719827267082423,0.10081354768340528,9.333333333333334,48.96296296296296,9.222222222222221,0.4444444444444444
DELTA,UDU,ORHUWHURUN,10-18-09-011,"D.S.C. PRIMARY SCHOOL, ORHUWHURUN",126,996,19,90,9,1,5.500321,5.7913316,0.09599871136658703,0.10107780449479124,2.9555555555555557,28.644444444444446,6.2666666666666675,0.7111111111111111
DELTA,UDU,ORHUWHURUN,10-18-09-013,"D.S.C. CAMP. EXT. PRIMARY SCHOOL I, ORHUWHURUN",269,750,18,231,0,0,5.507767,5.8184557,0.09612866858269054,0.10155120934643144,5.307692307692308,152.23076923076923,8.23076923076923,0.46153846153846156
DELTA,UDU,ORHUWHURUN,10-18-09-014,"D.S.C. SECONDARY E. B/L , STEEL TOWN",0,750,22,148,3,1,5.502314,5.8115701,0.09603349577857928,0.10143103295545611,10.6875,65.375,6.5625,0.625
DELTA,UDU,ORHUWHURUN,10-18-09-017,"OKOLOSI HALL, ORHUWHURUN",129,750,13,107,2,0,5.5690508,5.7761908,0.09719827267082423,0.10081354768340528,2.0740740740740744,33.407407407407405,8.185185185185185,0.4444444444444444
DELTA,UDU,ORHUWHURUN,10-18-09-018,"IGBOGIDI TOWN HALL,  IGBOGIDI",148,750,10,125,3,0,5.5892705,5.8594573,0.09755117300958971,0.10226682226501714,16.82857142857143,61.4,10.514285714285714,0.2571428571428571
DELTA,UDU,ALADJA,10-18-10-001,"ALADJA PRIMARY SCHOOL, ALADJA I",191,976,34,67,64,0,5.4884464,5.7605953,0.09579146049922971,0.1005413548599105,12.826086956521738,37.78260869565217,43.30434782608695,0.21739130434782608
DELTA,UDU,ALADJA,10-18-10-003,"ALADJA T/H, ALADJA I",103,750,32,55,10,0,5.4858822,5.7559208,0.09574670676655006,0.10045976944402603,9.958333333333332,24.166666666666668,14.625,0.20833333333333334
DELTA,UDU,ALADJA,10-18-10-004,"ALADJA T/H, ALADJA II",116,750,27,45,37,0,5.4858822,5.7559208,0.09574670676655006,0.10045976944402603,4.75,13.75,13.5,0.20833333333333334
DELTA,UDU,ALADJA,10-18-10-005,"GOVERNMENT MEDICAL CENTRE, ALADJA",0,750,37,25,33,0,5.4985076,5.7996077,0.09596706156593136,0.10122224968901554,22.934782608695652,43.326086956521735,18.913043478260867,0.5
DELTA,UDU,ALADJA,10-18-10-006,"EPAME PRIMARY SCHOOL, EPAME",93,817,25,36,16,0,5.4333323,5.7563562,0.0948295379899563,0.10046736860758922,-1.0,-1.0,-1.0,-1.0
DELTA,UDU,ALADJA,10-18-10-007,"AYAMA TOWN HALL, AYAMA",0,661,28,29,8,0,5.4896273,5.7563451,0.09581207109236652,0.10046717487604225,5.791666666666668,2.916666666666668,16.708333333333332,0.20833333333333334
DELTA,UDU,ALADJA,10-18-10-009,"ABADODE, ALADJA",152,750,34,71,29,1,5.4858822,5.7559208,0.09574670676655006,0.10045976944402603,12.041666666666668,40.83333333333333,5.166666666666668,0.8333333333333334
DELTA,UDU,ALADJA,10-18-10-011,"ALADJA WATERSIDE, ALADJA",97,750,28,50,11,0,5.4858822,5.7559208,0.09574670676655006,0.10045976944402603,5.791666666666668,18.958333333333332,13.583333333333332,0.20833333333333334
DELTA,UDU,ALADJA,10-18-10-012,"EGHURHIE TOWN HALL, ALADJA",0,809,39,38,23,1,5.4896273,5.7563451,0.09581207109236652,0.10046717487604225,17.25,6.458333333333332,1.0833333333333321,0.8333333333333334
DELTA,UDU,ALADJA,10-18-10-013,"EKREWHERE TOWN HALL, ALADJA",0,750,30,46,42,0,5.4896273,5.7563451,0.09581207109236652,0.10046717487604225,7.875,14.791666666666668,18.708333333333332,0.20833333333333334
DELTA,UDU,ALADJA,10-18-10-014,"OBUVWE TOWN HALL, ALADJA",0,750,26,42,25,0,6.273295,6.1500474,0.10948965269889768,0.10733857628371671,16.0,65.0,72.0,0.0
DELTA,UDU,ALADJA,10-18-10-015,"ORUVWERUMA  TOWN HALL, ALADJA",166,789,40,56,61,0,5.4851685,5.7515708,0.0957342503516786,0.10038384762156427,18.82608695652174,26.782608695652176,40.30434782608695,0.21739130434782608
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-005,"AMANIMRE/IVIEGBE/EDEDJO/DJANERE/IGHENE/UDI/IBRU COLL./IBRU, AGBARHA",257,1042,32,121,72,1,5.5376701,6.0608882,0.09665057613424363,0.10578245468527259,1.2000000000000028,52.599999999999994,39.6,1.0
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-007,"EDIODE/AGHALOKPE/IDOGUN COMPOUND, AGBARHA",191,897,55,77,17,0,5.5376701,6.0608882,0.09665057613424363,0.10578245468527259,26.4,0.20000000000000284,26.4,0.2
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-008,"EHWAHWA VILLAGE/EHWAHWA MARKET, EHWAHWA VILLAGE",133,502,55,39,23,0,5.5001866,5.9938339,0.09599636564407235,0.10461213637265256,30.02777777777778,5.083333333333336,6.111111111111111,0.3333333333333333
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-009,"OSUOVWA PRIMARY SCHOOL, OGHARA VILLAGE",305,1458,92,81,92,0,5.5903362,6.1008567,0.09756977298342823,0.10648003660735593,79.71428571428571,42.0,77.42857142857143,1.5714285714285714
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-010,"OMAKOHWERE TOWN HALL, OMAKOHWERE VILLAGE",150,614,42,34,66,0,5.4766887,6.0427038,0.09558624992176798,0.10546507703277293,36.333333333333336,16.333333333333336,51.333333333333336,0.0
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-011,"EDJEBA PRIMARY SCHOOL, EDJEBA VILLAGE",113,577,30,24,52,1,5.6194397,6.1025537,0.09807772488228239,0.10650965484476227,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-012,"IBRU PRIMARY SCHOOL, AWIRHE VILLAGE I",174,820,39,55,73,0,5.5388169,6.0806684,0.0966705915701055,0.10612768430197557,6.0,27.0,43.5,0.25
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-013,"IBRU PRIMARY SCHOOL, AWIRHE VILLAGE II",130,689,37,46,40,1,5.5388169,6.0806684,0.0966705915701055,0.10612768430197557,3.5,38.25,2.25,1.0
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-015,"EMAVWORE PRIMARY SCHOOL, OTOGBA VILLAGE",157,639,39,91,13,0,5.5388169,6.0806684,0.0966705915701055,0.10612768430197557,6.0,18.0,31.5,0.25
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-016,"SAMAGIDI/IDJERE/EDJERE/UDOVIE PRIMARY SCHOOL, SAMAGIDI",178,552,70,45,51,2,5.5601777,6.0295582,0.0970434078609655,0.10523564303062277,42.66666666666667,17.0,14.333333333333336,1.6666666666666667
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-017,"OMANOGBE PRIMARY SCHOOL, OWEVWE",200,863,25,60,71,3,5.5472226,6.0540215,0.09681729871104039,0.1056626081615259,76.0,29.0,44.0,3.0
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-018,OVWEVWE VILLAGE O/P,217,867,44,114,42,0,5.5376701,6.0608882,0.09665057613424363,0.10578245468527259,13.2,44.2,3.6000000000000014,0.2
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-021,"ENAKPOMU COMPOUND, SANIKO VILLAGE",226,982,18,118,77,0,5.5376701,6.0608882,0.09665057613424363,0.10578245468527259,18.0,49.0,45.6,0.2
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-022,"OKPRAODE PRIMARY SCHOOL, OMAVOVWE",330,1126,101,89,115,0,5.5492864,6.0557172,0.09685331881614305,0.10569220370965196,76.0,29.0,44.0,3.0
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-025,"ANAKA PRIMARY SCHOOL, OTERI/EPETE",177,703,42,89,26,0,5.5388169,6.0806684,0.0966705915701055,0.10612768430197557,9.75,15.5,15.25,0.25
DELTA,UGHELLI NORTH,AGBARHA,10-19-01-026,"IDJERE COMM. HALL, IDJERE",116,597,44,30,23,0,5.5376701,6.0608882,0.09665057613424363,0.10578245468527259,13.2,56.599999999999994,19.200000000000003,0.2
DELTA,UGHELLI NORTH,OGOR,10-19-02-004,OTERI QUARTERS/OGBE RAKA QUARTERS/OIYETE PRIMARY SCHOOL,179,645,0,0,0,0,5.4532748,6.029322,0.09517760027603527,0.10523152056292955,33.125,33.125,53.25,0.125
DELTA,UGHELLI NORTH,OGOR,10-19-02-006,OGBE OPHORI QAURTERS/OIYETE PRIMARY SCHOOL,183,793,79,43,51,0,5.4532748,6.029322,0.09517760027603527,0.10523152056292955,55.75,15.25,4.125,0.125
DELTA,UGHELLI NORTH,OGOR,10-19-02-009,"OGBE ULOHO/OVIRI TOWN HALL, OVIRI",180,1162,61,35,49,0,5.4532748,6.029322,0.09517760027603527,0.10523152056292955,35.5,6.25,1.875,0.125
DELTA,UGHELLI NORTH,OGOR,10-19-02-012,OGBEIZE & ENVIRONS/EMECHIEREN HALL,217,716,68,32,96,1,6.5954849,3.3887804,0.11511292727056895,0.059145375607050445,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,OROGUN   I,10-19-03-001,"UKU/OKPARA EMUKPO ST./OROGUN PRIMARY SCHOOL, OROGUN",206,652,106,35,33,0,5.7893652,6.1022694,0.10104348434038002,0.10650469287369886,70.1764705882353,18.647058823529413,4.235294117647058,0.11764705882352941
DELTA,UGHELLI NORTH,OROGUN   I,10-19-03-002,"IKEI & OFO  ST./OROGUN PRIMARY SCHOOL, OROGUN",203,647,108,37,36,0,43.7672863,-79.3687311,0.7638832505980067,-1.3852456808250209,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,OROGUN   I,10-19-03-003,"OVIE   ST./OROGUN PRIMARY SCHOOL, OROGUN",198,691,142,24,27,1,5.7893652,6.1022694,0.10104348434038002,0.10650469287369886,108.29411764705883,30.294117647058826,10.588235294117645,0.9411764705882353
DELTA,UGHELLI NORTH,OROGUN   I,10-19-03-004,IKOROBIE STREET/IKOROBIE HALL,233,689,126,26,75,0,5.6910461,6.0679288,0.09932749232778247,0.1059053363365885,73.25,1.75,53.25,0.75
DELTA,UGHELLI NORTH,OROGUN   I,10-19-03-005,AZUOBI STREET/OMORU HALL,167,506,53,39,13,1,5.6910461,6.0679288,0.09932749232778247,0.1059053363365885,18.0,14.5,24.25,0.5
DELTA,UGHELLI NORTH,OROGUN   I,10-19-03-008,ADEJARHO/IMODJE/ITIVE HALL,255,703,166,37,47,0,5.4543901,5.8378648,0.09519706593318276,0.10188996204628027,145.8,21.200000000000003,25.8,0.0
DELTA,UGHELLI NORTH,OROGUN   I,10-19-03-012,OSSAI STREET/OSSAI HALL,194,600,81,39,65,0,5.7893652,6.1022694,0.10104348434038002,0.10650469287369886,43.705882352941174,14.411764705882355,29.647058823529413,0.11764705882352941
DELTA,UGHELLI NORTH,OROGUN   I,10-19-03-013,ODIA/UKU STREET/OROGUN PRIMARY SCHOOL,253,753,110,58,85,0,5.7893652,6.1022694,0.10104348434038002,0.10650469287369886,74.41176470588235,5.705882352941174,50.8235294117647,0.11764705882352941
DELTA,UGHELLI NORTH,OROGUN   II,10-19-04-001,"UMIEGHWA, IMODJE/EKURE PRIMARY SCHOOL, IMODJE",354,1028,66,94,170,2,5.6437062,6.1580859,0.09850125520521759,0.10747887457563828,16.666666666666664,24.66666666666667,123.33333333333334,1.0
DELTA,UGHELLI NORTH,OROGUN   II,10-19-04-003,"UMIAVWA QUARTERS/EROVIE STREET/OBODETI/OPIA PRIMARY SCHOOL, OBEDETI",185,592,111,56,13,0,5.6437062,6.1580859,0.09850125520521759,0.10747887457563828,76.66666666666666,26.0,86.0,1.6666666666666667
DELTA,UGHELLI NORTH,OROGUN   II,10-19-04-005,ASABA/OKOROBIE/OVIE/OBUMA STREET/EBOH PRIMARY SCHOOL,188,950,91,15,75,0,6.227725,6.6590853,0.10869430615876387,0.11622296365615435,76.8,120.9,32.6,0.3
DELTA,UGHELLI NORTH,OROGUN   II,10-19-04-008,"OGBE-OFU/IKOROBIEST/ARAGBA PRIMARY SCHOOL, ARAGBA",92,536,29,25,35,0,5.7893652,6.1022694,0.10104348434038002,0.10650469287369886,11.352941176470587,29.235294117647058,2.117647058823529,0.11764705882352941
DELTA,UGHELLI NORTH,OROGUN   II,10-19-04-010,"OFUOMA/OGBE/IKIE CENTRE/ARAGBA POSTAL AGENCY, ARAGBA",112,725,25,30,37,1,5.6910461,6.0679288,0.09932749232778247,0.1059053363365885,53.0,3.25,5.75,0.5
DELTA,UGHELLI NORTH,OROGUN   II,10-19-04-013,"OBIOGO/UDUOGBE/PPGIN/EMONU GRAMMAR SCHOOL, EMONU",171,718,108,19,26,0,5.6538885,6.1687532,0.09867896986564342,0.10766505408293628,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,OROGUN   II,10-19-04-014,"ANIE/IBIO/OSSA/IKOROBIE STREET/OBIOGO HALL, EMONU",175,706,100,33,15,1,5.6910461,6.0679288,0.09932749232778247,0.1059053363365885,40.75,7.0,21.75,0.5
DELTA,UGHELLI NORTH,OROGUN   II,10-19-04-024,"ONYOBRU PRIMARY SCHOOL, ONYOBRU",155,465,92,22,39,0,5.6660808,6.1094664,0.09889176564403432,0.10663030421996489,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-002,"OTOVWODO TOWN HALL, UDUOPHOR/UDUERE QUARTERS II, OTOVWODO",360,1917,39,253,40,2,5.4884355,5.989013,0.09579127025834124,0.10452799579474316,28.366666666666667,175.66666666666669,20.866666666666667,1.4333333333333333
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-003,"OTOVWODO PRIMARY SCHOOL EGHAGBOMI, OTOVWODO",513,2208,18,39,28,1,5.4830072,6.0124602,0.09569652855055524,0.10493722663511676,2.1999999999999993,60.2,14.0,0.0
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-005,"UDUERE PRIMARY SCHOOL, YAVBIE/ERACHO/EKRABOVWE QUARTERS, UDUERE VILLAGE",99,1250,18,39,28,1,5.5093983,5.9785433,0.09615714013877831,0.1043452650580471,9.4,26.400000000000006,16.4,0.0
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-008,"EKIUGBO PRIMARY SCHOOL/C.M.S. CHURCH, EKIUGBO",272,1354,25,192,29,1,5.5093983,5.9785433,0.09615714013877831,0.1043452650580471,17.8,157.2,17.6,0.0
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-010,"CELESTIAL CHURCH JUNCTION, ODEGHE OLD ROAD/OWHE FARM, EKIUGBO",191,954,22,148,17,0,5.5017668,6.0113237,0.09602394533691237,0.10491739096816785,13.6,77.4,6.0,1.0
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-014,"IGHWREMARO MARKET, IGHWREMARO",184,816,36,65,59,0,5.4989071,5.9886405,0.09597403415629309,0.10452149444327948,19.88888888888889,36.52777777777778,37.41666666666667,0.2222222222222222
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-015,"IGHWREKO PRIMARY SCHOOL MISSION ROAD & ENVIRONS, IGHWREKO",165,747,13,118,12,1,40.9547353,-81.4489324,0.7147949752677477,-1.4215520426142871,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-016,"IGHWREKO PRIMARY SCHOOL/MISSION ROAD & ENVIRONS/ADONOVWE, IGHWREKO",135,695,14,97,9,0,49.5846824,-115.7539978,0.865415966435684,-2.0202883839562724,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-017,"ERUBASE BY ESEGINE/ERUBASE ST., UGHELLI",144,703,9,112,12,2,5.5130243,6.0269039,0.09622042577745561,0.10518931675628707,9.727272727272727,70.63636363636363,13.636363636363637,1.6363636363636362
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-018,"OTOBO BY EMOMEJERE, OTOBO/ERUBASE, UGHELLI",147,674,25,92,10,1,5.4778251,6.0196199,0.09560608384338763,0.10506218697357181,6.199999999999999,3.4000000000000057,7.600000000000001,0.0
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-019,"OKORODAFE/OTOVWIERE JUNCTION, OKORODAFE/OTOVWIRE ST., UGHELLI",166,989,22,116,14,3,5.4981743,5.995298,0.09596124438353446,0.104637689738231,2.6153846153846168,81.2051282051282,13.666666666666668,2.7435897435897436
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-020,"OPP. GARRAGE, OKORODAFE ST. JUNCTION/MARKET AREA, POST OFFICE ROAD JUNCTION, UGHELLI",173,744,23,101,41,1,5.4972118,5.9936748,0.095944445589484,0.10460935955381263,1.5897435897435912,65.82051282051282,14.025641025641026,0.6923076923076923
DELTA,UGHELLI NORTH,UGHELLI  I,10-19-05-022,"BEHIND BEST CHEMIST, ONIMO LANE & ENVIRONS, UGHELLI",208,1031,15,158,21,0,43.43539,-80.490048,0.7580905673878198,-1.4048163526882769,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-001,"AFIESERE ROAD & ENVIRONS/OGELLE PRIMARY SCHOOL, UGHELLI",202,1155,17,139,19,4,5.5011854,6.0054695,0.09601379799264126,0.1048152159030976,15.611111111111114,76.33333333333334,14.444444444444443,3.6666666666666665
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-002,"AFIESERE ROAD & ENVIRONS/OPP. AKPODIETE ST. BY AFIESERE ROAD, UGHELLI",102,536,7,85,4,0,5.5011854,6.0054695,0.09601379799264126,0.1048152159030976,26.166666666666664,19.33333333333333,30.27777777777778,0.5555555555555556
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-003,"UPPER AFIESERE ROAD/BY MINISTRY OF EDUCATION, UGHELLI",155,914,16,100,14,1,5.5068188,6.0133968,0.0961121193707231,0.10495357338889094,8.285714285714285,12.0,9.571428571428571,0.2857142857142857
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-004,"UPPER AFIESERE ROAD/BY OTOR EDO INN, UGHELLI",274,1716,33,196,19,3,5.4862134,6.0179044,0.09575248729703267,0.10503224585025385,15.8,128.2,3.1999999999999993,2.4
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-005,"AMEKPA/MIDDLE OF AMEKPA, UGHELLI",341,1577,15,292,12,0,5.5058617,6.000912,0.09609541482445227,0.10473567252243796,20.375,240.9375,24.0625,0.625
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-006,"EKREDJEBO ST. & ENVIRONSUPPER AFIESERE/MIDDLE OF EKREDJEBO ST., UGHELLI",236,2245,12,214,0,5,6.7246906,3.2946685,0.11736799214791299,0.0575028130867428,-1.0,-1.0,-1.0,-1.0
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-008,"PIPE LINE AREA/CEMENTARY ROAD BY EDOJARIOGBA LANE, UGHELLI",306,1487,25,243,12,0,5.4884355,5.989013,0.09579127025834124,0.10452799579474316,13.9,165.33333333333331,8.066666666666666,0.6333333333333333
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-010,"OLORI STREET/OLORI STREET, UGHELLI",189,861,15,139,15,1,5.4913124,5.9964489,0.09584148163559186,0.1046577767325922,8.160714285714285,75.73214285714286,10.321428571428573,0.4285714285714286
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-011,"SAMUEL OTERI ST./OPEN SPACE BY CHIEF OGHENEKEVWES HOUSE, UGHELLI",180,759,12,145,8,4,5.4909295,5.9790875,0.09583479876988597,0.10435476313983647,2.7272727272727266,96.0909090909091,15.09090909090909,3.8181818181818183
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-012,"SADJERE STREET/MIDDLE OF SADJERE ST., UGHELLI",179,825,15,144,12,0,5.4909295,5.9790875,0.09583479876988597,0.10435476313983647,6.0,95.0,10.727272727272727,0.5454545454545454
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-013,"AKPODIETE/ERAYE/DAFIOGHOR/AKPORIGBE STREET/ERAYE STREET JUNCTION, UGHELLI",236,1015,0,0,0,0,5.4989816,6.0017456,0.0959753344265858,0.10475022158708258,24.743589743589745,45.51282051282051,28.743589743589745,0.4358974358974359
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-014,"EDOGE AND ENVIRONS/OPP. ITOR COLL. BY EDOGE, UGHELLI",232,857,22,180,12,0,5.4884355,5.989013,0.09579127025834124,0.10452799579474316,10.8,100.23333333333333,8.066666666666666,0.6333333333333333
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-015,"AKPODIETE/EPETUKU ST./BY PRINCE ST. JUNCTION, UGHELLI",216,805,14,157,23,0,5.5130243,6.0269039,0.09622042577745561,0.10518931675628707,4.272727272727273,119.72727272727272,1.6363636363636367,0.5454545454545454
DELTA,UGHELLI NORTH,UGHELLI  II,10-19-06-016,"ULOHO AVENUE/IKPRUKPRU HALL, UGHELLI",298,3245,9,394,22,2,5.4855263,5.9957296,0.09574049513974223,0.1046452225792826,9.595238095238095,330.0238095238095,0.35714285714285765,1.5
