name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
lagos,2020-09-24,84.2,71.6,78,92.5,71.6,79,73.5,86.5,0.315,100,4.17,rain,0,0,21.7,11.4,250,1014.2,65.6,6.1,108.6,9.3,6,,2020-09-24T06:35:17,2020-09-24T18:41:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-09-25,86.1,74.5,79.4,95.2,74.5,82.1,74,83.8,0.008,100,8.33,rain,0,0,17.2,9.2,257.1,1014,65.9,6,230.3,19.8,8,,2020-09-25T06:35:06,2020-09-25T18:40:47,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-09-26,79.6,69.8,76.5,79.6,69.8,76.5,73.4,90.2,0.091,100,45.83,rain,0,0,26.4,19.7,272.6,1012.4,79,5.4,138,11.6,5,,2020-09-26T06:34:56,2020-09-26T18:40:16,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-09-27,84.2,71.6,77.9,92.5,71.6,80,73.8,87.6,0.039,100,4.17,rain,0,0,15.4,11.4,251.6,1011.7,77.7,5.6,128.4,11.1,5,,2020-09-27T06:34:47,2020-09-27T18:39:45,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-09-28,86,74.9,79.7,97.2,74.9,83,75.1,86.2,0.028,100,12.5,rain,0,0,20.6,10.5,247.4,1012.2,71.8,6.1,219.1,19,9,,2020-09-28T06:34:37,2020-09-28T18:39:14,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-09-29,86.4,71.5,79.3,96.8,71.5,82.1,74.1,84.4,0.044,100,25,rain,0,0,19.2,18.3,238.2,1013.3,68,6.7,145.3,12.7,5,,2020-09-29T06:34:27,2020-09-29T18:38:44,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-09-30,82.5,71.6,77.7,89.2,71.6,78.2,74.4,89.8,0.315,100,8.33,rain,0,0,18.8,11.4,248.2,1012.8,75.3,6.5,110.9,9.5,4,,2020-09-30T06:34:18,2020-09-30T18:38:14,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-01,86.9,69.7,79.2,96,69.7,82.2,74.1,85.3,0.012,100,8.33,rain,0,0,21.3,15,230,1012,63.2,6.4,198.2,17.3,7,,2020-10-01T06:34:09,2020-10-01T18:37:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-02,87.5,75.2,80.4,99.5,75.2,84.4,75.1,84.3,0.012,100,12.5,rain,0,0,18.1,30,232.8,1011.6,67.7,7.2,214.2,18.5,8,,2020-10-02T06:34:01,2020-10-02T18:37:14,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-03,84.1,75.8,79.5,93.7,75.8,82.4,75.1,86.6,0.108,100,50,rain,0,0,13.9,26.8,240.9,1011.4,84.1,6.4,125.3,10.9,5,,2020-10-03T06:33:52,2020-10-03T18:36:45,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
lagos,2020-10-04,86.1,75.3,79.6,97.3,75.3,82,74.7,85.4,0.052,100,41.67,rain,0,0,14.3,29.1,210.1,1012.3,82.4,7.3,173.5,14.9,7,,2020-10-04T06:33:44,2020-10-04T18:36:16,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-05,86,76.3,80.5,97.2,76.3,84.9,75.8,85.8,0.118,100,8.33,rain,0,0,15.4,47,224.6,1013.4,76,6.6,218,18.8,8,,2020-10-05T06:33:36,2020-10-05T18:35:48,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-06,83.9,71.6,77.7,91.8,71.6,78.8,74.3,89.4,0.174,100,29.17,rain,0,0,18.6,28.9,248.5,1013.2,76.7,5.8,152.6,13.1,6,,2020-10-06T06:33:29,2020-10-06T18:35:19,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-07,80.6,71.6,77,87.1,71.6,78,72.8,87.6,0.63,100,4.17,rain,0,0,16.8,12.8,174.6,1013.4,74.2,5.8,106.5,9.2,4,,2020-10-07T06:33:22,2020-10-07T18:34:52,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-08,84,75.2,78.6,92.2,75.2,80.6,75.2,89.7,0.02,100,4.17,rain,0,0,15.7,11.4,228.1,1013,66.1,5.6,119.8,10.3,4,,2020-10-08T06:33:15,2020-10-08T18:34:24,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-09,84.2,76.6,78.8,92.5,76.6,80.4,74.5,86.9,0.258,100,50,rain,0,0,20.8,17.9,234.8,1013.1,68.1,6.8,206.4,17.8,7,,2020-10-09T06:33:09,2020-10-09T18:33:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VRJU8,DNMM,remote,65201099999"
lagos,2020-10-10,86,73.4,78.9,95.2,73.4,81,74.8,87.7,0.02,100,16.67,rain,0,0,15.7,8.9,228.1,1013.5,73.4,5.7,172,14.8,6,,2020-10-10T06:33:03,2020-10-10T18:33:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-11,84.2,76.4,79.2,92.5,76.4,81.2,75.1,87.4,0.343,100,37.5,rain,0,0,16.1,9.2,241.5,1013.3,78.8,6.3,164.8,14.3,6,,2020-10-11T06:32:58,2020-10-11T18:33:06,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-12,84.3,73.1,78.9,93.7,73.1,81.6,74.7,87.4,0.024,100,16.67,rain,0,0,18.1,23,266.5,1012.5,49.5,7.2,218.4,18.9,8,,2020-10-12T06:32:53,2020-10-12T18:32:40,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-13,87.8,71.6,79.8,99.9,71.6,83.6,74.2,83.8,0.669,100,4.17,rain,0,0,17.4,11.2,240,1012.5,59.2,6.2,210.4,18.1,8,,2020-10-13T06:32:49,2020-10-13T18:32:16,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-14,80.6,75.8,78,86.2,75.8,78.5,74.9,90.2,0.263,100,20.83,rain,0,0,14.5,8.1,242.8,1012.9,72,5.8,165.7,14.2,7,,2020-10-14T06:32:45,2020-10-14T18:31:51,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-15,86.6,74.9,79.8,94.9,74.9,83.7,75,85.7,0.169,100,37.5,rain,0,0,18.3,31.1,236.8,1013,54.5,5.9,166.5,14.5,7,,2020-10-15T06:32:41,2020-10-15T18:31:28,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-16,85.4,77,79.3,95.3,77,81.6,75.4,88.1,0.158,100,16.67,rain,0,0,16.1,8.5,242.4,1011.9,71.3,6.5,182.5,15.6,8,,2020-10-16T06:32:38,2020-10-16T18:31:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-17,82.7,75,78.2,92.4,75,80.2,74.3,88.1,0.103,100,29.17,rain,0,0,17.4,6.9,169.8,1012.2,71.5,5.5,155.2,13.3,6,,2020-10-17T06:32:36,2020-10-17T18:30:43,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-10-18,89.6,73.4,80.9,102.6,73.4,86.2,75.6,84.9,0,0,0,,0,0,16.3,10.3,230.6,1011.5,57.1,5.4,237.4,20.4,9,,2020-10-18T06:32:34,2020-10-18T18:30:21,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-19,87.9,74.3,80.1,97.6,74.3,83.3,75.2,85.2,0.118,100,20.83,rain,0,0,20.1,15.7,268.2,1012,54,7.4,233.5,20.2,9,,2020-10-19T06:32:33,2020-10-19T18:30:00,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-20,89.7,73.4,80.3,102.6,73.4,85,74.7,84.2,0.079,100,4.17,rain,0,0,18.1,15,232.2,1012.2,58.5,6.6,215.5,18.7,9,,2020-10-20T06:32:32,2020-10-20T18:29:40,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-21,86,77,81,97.2,77,85.5,76,85.2,0.044,100,29.17,rain,0,0,16.1,9.5,235.4,1012.1,43.1,6.3,218.5,18.8,8,,2020-10-21T06:32:32,2020-10-21T18:29:20,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-22,91.5,77,82.4,106.1,77,88.7,76.7,83.6,0.012,100,12.5,rain,0,0,17,11.2,221.8,1012.5,49.3,6.9,209.3,18,7,,2020-10-22T06:32:33,2020-10-22T18:29:02,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-23,90.6,77,82.4,105.2,77,89.4,77,84.5,0.016,100,12.5,rain,0,0,19.2,17.9,234.5,1012.7,57.8,6.6,218.6,18.9,8,,2020-10-23T06:32:34,2020-10-23T18:28:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-24,87.8,77.5,81.4,99.9,77.5,87.7,76.8,86.3,0.016,100,12.5,rain,0,0,17.9,15.7,240.5,1012,68.3,6.7,201.2,17.2,8,,2020-10-24T06:32:36,2020-10-24T18:28:26,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-25,86,71.6,79.7,97.2,71.6,84.1,75.6,87.4,1.142,100,4.17,rain,0,0,16.1,17.5,199.2,1011.3,69.5,5.6,135.9,11.7,5,,2020-10-25T06:32:39,2020-10-25T18:28:10,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-26,87.8,74.9,80.1,99.9,74.9,84.7,76.3,88.6,0.016,100,4.17,rain,0,0,13.9,9.2,230.2,1010.7,84.5,5.3,186.4,16.2,7,,2020-10-26T06:32:42,2020-10-26T18:27:54,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-27,89.6,75.2,81.2,105.2,75.2,87.1,76.4,86.4,0.008,100,4.17,rain,0,0,16.3,8.1,216.8,1010.3,75.4,6.6,186.3,15.9,6,,2020-10-27T06:32:46,2020-10-27T18:27:39,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-28,89.7,76.2,81.4,102.8,76.2,86.8,77,87.2,0.11,100,4.17,rain,0,0,19.7,11.4,238,1010.9,67.5,5.9,210.8,18.3,8,,2020-10-28T06:32:50,2020-10-28T18:27:25,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-29,88.1,76.6,81.7,102.4,76.6,87.8,76.9,85.8,0.028,100,8.33,rain,0,0,13.9,9.2,207.3,1011.6,60.6,6,189.6,16.3,7,,2020-10-29T06:32:56,2020-10-29T18:27:12,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-10-30,89.3,75.2,81.1,101.1,75.2,86.5,75.7,84.3,0.197,100,4.17,rain,0,0,14.3,10.8,220.2,1011.7,56.3,5.5,190.2,16.3,6,,2020-10-30T06:33:02,2020-10-30T18:27:00,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-10-31,89.9,76.8,82.7,106,76.8,89.5,77.2,84.3,0.004,100,4.17,rain,0,0,17.9,9.2,218.4,1011.4,55.8,6.2,201.2,17.4,7,,2020-10-31T06:33:08,2020-10-31T18:26:49,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-01,91.4,77,82.3,107.8,77,90,77.8,86.7,0.044,100,25,rain,0,0,17.7,13.9,226.6,1010.4,61.6,6.5,214.2,18.5,8,,2020-11-01T06:33:16,2020-11-01T18:26:38,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,65213099999,DNMM,remote,65201099999"
lagos,2020-11-02,89.5,77.6,81.7,105,77.6,88.1,76.8,85.4,0.056,100,25,rain,0,0,15.7,8.9,229.6,1011,84.9,7.2,159.2,13.5,6,,2020-11-02T06:33:24,2020-11-02T18:26:29,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-03,91.4,75.5,82.8,105.1,75.5,89.3,75.9,81.2,0,0,0,,0,0,17.2,11.6,244.7,1011.6,65.3,6.7,226,19.6,8,,2020-11-03T06:33:33,2020-11-03T18:26:20,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-04,87.8,77,81.1,99.9,77,86.3,77.1,87.9,0.024,100,8.33,rain,0,0,16.3,9.2,217.8,1012.2,64.3,4.7,159.2,13.7,6,,2020-11-04T06:33:42,2020-11-04T18:26:12,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-05,85.4,76.8,81,98.6,76.8,87.7,77.9,90.3,0.107,100,12.5,rain,0,0,15,9.2,217.8,1011.2,72.2,4.9,187.7,16.1,7,,2020-11-05T06:33:53,2020-11-05T18:26:05,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
lagos,2020-11-06,94.9,80,83.9,107.8,80,92.2,76.7,81.3,0.06,100,37.5,rain,0,0,19,10.3,234.8,1011.7,62.6,7,223.4,19.3,8,,2020-11-06T06:34:04,2020-11-06T18:26:00,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-07,91.5,77,82.4,106.7,77,89,76.9,84.3,0.709,100,4.17,rain,0,0,18.1,11.2,240.6,1012.7,64.6,6.3,196.9,17,7,,2020-11-07T06:34:16,2020-11-07T18:25:55,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-08,89.7,77,81.4,104.6,77,86.2,76.4,85.6,0.016,100,12.5,rain,0,0,16.8,6.9,237.6,1013.7,59.4,5.7,221.1,19.2,8,,2020-11-08T06:34:28,2020-11-08T18:25:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-09,87.8,77,80.9,99.9,77,86.1,76.5,86.9,0.118,100,4.17,rain,0,0,12.1,9.2,252,1013.5,62.2,5.5,171.9,14.9,6,,2020-11-09T06:34:42,2020-11-09T18:25:48,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-10,89.6,77,81.3,102.6,77,86.3,76,84.4,0.142,100,25,rain,0,0,17.2,31.3,181.8,1012.2,53.1,6.1,190.7,16.3,6,,2020-11-10T06:34:56,2020-11-10T18:25:46,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-11,85.2,75.2,79.4,97.2,75.2,81.9,75.9,89.3,2.205,100,8.33,rain,0,0,21.9,28.8,144.1,1012.1,61.1,6,194.5,16.9,7,,2020-11-11T06:35:11,2020-11-11T18:25:45,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-12,95.1,74.4,82.7,110.2,74.4,89.1,76.3,82.3,0,0,0,,0,0,14.1,9.2,295.7,1011.6,54.2,5.5,239,20.4,9,,2020-11-12T06:35:26,2020-11-12T18:25:45,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-13,96.7,78,83.9,103.9,78,90.4,75.3,78.4,0,0,0,,0,0,16.1,18.3,279.1,1011.8,47.6,6.8,251.3,21.8,9,,2020-11-13T06:35:42,2020-11-13T18:25:46,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-14,91,77.3,82.9,105.2,77.3,90.4,77.1,83.2,0.052,100,25,rain,0,0,16.8,13.4,195.2,1011.7,73.1,5,205.8,17.8,7,,2020-11-14T06:35:59,2020-11-14T18:25:48,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-15,91.4,76.4,82.9,107.8,76.4,90.8,76.9,83,0.315,100,4.17,rain,0,0,17,22.4,232.9,1010.3,71.5,6.1,222.6,19.2,9,,2020-11-15T06:36:17,2020-11-15T18:25:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-16,90.2,75.1,81.3,104.9,75.1,87.3,75.7,83.9,0.036,100,29.17,rain,0,0,16.6,13.4,220,1011.7,56.2,6.2,203.6,17.5,8,,2020-11-16T06:36:36,2020-11-16T18:25:55,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-17,89.9,75.1,81.8,103.1,75.1,88.5,76.3,83.8,0.008,100,8.33,rain,0,0,15.7,15.7,210,1011.1,58.5,5.7,194,16.7,7,,2020-11-17T06:36:55,2020-11-17T18:26:00,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-18,95,77.4,82.7,103.2,77.4,90,77,84.1,0.02,100,8.33,rain,0,0,18.6,10.3,232.9,1010.6,51.2,5.5,212.7,18.2,7,,2020-11-18T06:37:15,2020-11-18T18:26:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-19,91.4,77,82.5,99.9,77,88.7,76.5,83.1,0.024,100,16.67,rain,0,0,17.2,10.3,237.7,1010.2,66.8,5.5,199.4,17.3,7,,2020-11-19T06:37:35,2020-11-19T18:26:13,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-20,101.4,75.5,82.7,118.1,75.5,88.6,76.4,82.4,0.012,100,12.5,rain,0,0,13.9,10.3,237.4,1009.9,61.4,5.1,217,18.7,7,,2020-11-20T06:37:56,2020-11-20T18:26:21,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-21,92.6,77.1,82.4,102.8,77.1,89,76.2,82.2,0.04,100,25,rain,0,0,17.2,10.3,217.1,1010.4,72.8,5.5,186.5,16.1,7,,2020-11-21T06:38:18,2020-11-21T18:26:30,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-22,95,76.2,83.6,107.8,76.2,90.4,76.5,80.7,0.004,100,4.17,rain,0,0,16.3,10.3,226.6,1011.1,60.8,4.7,222.2,19.3,8,,2020-11-22T06:38:40,2020-11-22T18:26:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-23,91.2,75.2,83,104.3,75.2,91.7,75.7,79.6,0.008,100,8.33,rain,0,0,15.7,9.2,241.5,1011.9,56.3,5.7,217.2,18.5,8,,2020-11-23T06:39:03,2020-11-23T18:26:51,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-24,91.5,76.7,81.5,104.3,76.7,87.6,77,86.8,0.63,100,4.17,rain,0,0,15.7,9.2,214.7,1012.1,52.5,5.8,185.5,15.9,6,,2020-11-24T06:39:27,2020-11-24T18:27:02,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-25,86.1,77,80.8,97.6,77,86.2,77,88.6,0.079,100,4.17,rain,0,0,16.6,8.8,218.9,1010.7,59.4,5.9,207.1,17.8,7,,2020-11-25T06:39:51,2020-11-25T18:27:15,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-11-26,91.4,62.5,80.6,105.1,62.5,86.6,74.8,83.3,0.06,100,20.83,rain,0,0,16.3,27.7,219.4,1010.5,56.8,6.1,195.9,16.9,7,,2020-11-26T06:40:16,2020-11-26T18:27:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-27,91.4,66.1,81,107.8,66.1,87.4,74.6,81.5,0.11,100,16.67,rain,0,0,17.2,15.7,234.8,1011.7,70.4,6.5,177.1,15.2,8,,2020-11-27T06:40:41,2020-11-27T18:27:43,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-28,88.9,68.8,81,101.8,68.8,87.1,74.8,81.9,0.074,100,8.33,rain,0,0,13.4,11.2,225.4,1012.2,59.5,6.3,147.1,12.7,6,,2020-11-28T06:41:07,2020-11-28T18:27:59,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-29,93.3,76.9,82.2,104.8,76.9,88.3,75.6,81.2,0.048,100,20.83,rain,0,0,14.5,12.8,243.6,1011.4,58.2,7,209.6,18.1,8,,2020-11-29T06:41:34,2020-11-29T18:28:15,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-11-30,91.4,76.9,83,107.8,76.9,90.6,77.2,83.4,0.02,100,16.67,rain,0,0,17.2,21.9,265.8,1011.4,63.8,6.1,227.3,19.7,8,,2020-11-30T06:42:00,2020-11-30T18:28:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-12-01,93.2,77.1,83.6,107.8,77.1,92.1,77.4,82.6,0.02,100,12.5,rain,0,0,19.5,10.5,224.4,1011.2,47,5.6,211.3,18.2,7,,2020-12-01T06:42:28,2020-12-01T18:28:50,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-12-02,91.7,78.4,83.3,107.5,78.4,91.9,77.5,83.3,0.024,100,20.83,rain,0,0,18.3,11.2,237.9,1011.5,54.5,6.1,222.2,19.2,8,,2020-12-02T06:42:55,2020-12-02T18:29:09,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-12-03,91.4,76.3,82.9,105.1,76.3,89.2,74.9,79.1,0.024,100,16.67,rain,0,0,19.2,11.4,250.1,1011.8,55.4,6.9,210,18.4,7,,2020-12-03T06:43:23,2020-12-03T18:29:28,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-12-04,91.4,78.7,83.2,105.1,78.7,91.1,76.9,82.2,0.044,100,29.17,rain,0,0,18.3,31.1,248.8,1012.5,44.8,7.1,218.6,18.8,8,,2020-12-04T06:43:52,2020-12-04T18:29:49,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-12-05,100.4,77,83.9,117.2,77,91.4,77.2,82,0.004,100,4.17,rain,0,0,17.4,13.9,222.5,1012,44.1,6.1,218.2,18.7,8,,2020-12-05T06:44:20,2020-12-05T18:30:10,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-12-06,91.6,77.3,83.9,107.5,77.3,93.3,77.7,82.4,0.012,100,4.17,rain,0,0,19,10.6,224.4,1011.4,50.4,6.6,180.6,15.5,6,,2020-12-06T06:44:50,2020-12-06T18:30:32,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
