name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
lagos,2019-10-31,89.7,76.6,81.3,101,76.6,86,75.4,83.2,0,0,0,,0,0,14.1,11,238.2,1012.5,54,6.1,235.1,20.4,9,,2019-10-31T06:33:03,2019-10-31T18:26:57,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65202099999,DNMM,65201099999"
lagos,2019-11-01,90.9,75.5,80.9,102.4,75.5,84.5,75.8,85.6,0,0,0,,0,0,17.9,11.4,177,1011.7,56.6,6.3,231.3,20,8,,2019-11-01T06:33:10,2019-11-01T18:26:46,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-11-02,86,75.2,79.1,97.2,75.2,82,75.4,88.7,0,0,0,,0,0,13.4,13.6,76.4,1011.2,67.3,4.9,154.2,13.2,6,,2019-11-02T06:33:17,2019-11-02T18:26:35,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,65213099999,DNMM,65201099999"
lagos,2019-11-03,86,75,79.5,96.1,75,83.3,75,86.4,0.012,100,4.17,rain,0,0,16.1,9.2,194.5,1013,51.2,5.1,130,11.4,6,,2019-11-03T06:33:26,2019-11-03T18:26:26,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-11-04,91.2,73.8,81.9,104.2,73.8,87.3,75.3,81.6,0,0,0,,0,0,14.3,8.1,223.4,1012.8,41.4,5.4,220.4,19,8,,2019-11-04T06:33:35,2019-11-04T18:26:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-11-05,86.3,78.8,81.3,97.2,78.8,86.4,77,87.3,0.118,100,4.17,rain,0,0,14.8,10.3,217.6,1013.1,52.5,6.1,183.9,15.8,7,,2019-11-05T06:33:44,2019-11-05T18:26:10,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,65201099999"
lagos,2019-11-06,88.2,76.8,81.1,102.8,76.8,85.9,76.8,87.4,0.63,100,4.17,rain,0,0,14.5,8.1,217,1011.5,56.4,5.3,191.8,16.5,7,,2019-11-06T06:33:55,2019-11-06T18:26:03,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2019-11-07,89.6,75.2,81.3,105.2,75.2,87.5,76.6,86.2,0,0,0,,0,0,13.9,11.4,210.2,1010.6,50,5.3,207.6,17.8,7,,2019-11-07T06:34:06,2019-11-07T18:25:58,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2019-11-08,89.6,75.2,82,105.2,75.2,88.8,76.5,84.1,0,0,0,,0,0,15.9,9.2,218.3,1010.3,53.7,5,214.1,18.2,7,,2019-11-08T06:34:18,2019-11-08T18:25:53,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
lagos,2019-11-09,91.4,77,81.8,107.5,77,89.5,78,88.9,0.079,100,4.17,rain,0,0,17.9,9.2,230.8,1010.3,63.1,4.9,200.5,17.3,6,,2019-11-09T06:34:31,2019-11-09T18:25:50,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,65213099999,65202099999,DNMM,remote,65201099999"
lagos,2019-11-10,84.2,77,79.6,96.1,77,83.3,76.7,91,0.157,100,4.17,rain,0,0,13.6,12.8,211.8,1010.7,54.6,5,105.4,9.1,4,,2019-11-10T06:34:45,2019-11-10T18:25:47,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,65201099999"
lagos,2019-11-11,89.6,75.2,81,105.2,75.2,86.3,75.8,85.1,0,0,0,,0,0,15.2,10.3,213.1,1009.9,61.3,5.8,159.3,13.8,6,,2019-11-11T06:34:59,2019-11-11T18:25:45,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
lagos,2019-11-12,91.4,75.2,82.2,105.2,75.2,88.4,75.9,82.2,0,0,0,,0,0,13.9,9.2,212.7,1009.7,49.6,5.8,200.4,17.4,7,,2019-11-12T06:35:14,2019-11-12T18:25:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
lagos,2019-11-13,91.4,73.4,82.1,107.8,73.4,88.9,75.7,81.8,0,0,0,,0,0,40.3,28.9,148.8,1009.7,52.8,5.4,198.7,17.2,8,,2019-11-13T06:35:30,2019-11-13T18:25:45,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
lagos,2019-11-14,91.4,74.6,81.3,105.1,74.6,86.7,75.9,84.5,0,0,0,,0,0,15.4,10.3,356.5,1010.4,52.6,5.2,102.7,8.7,3,,2019-11-14T06:35:46,2019-11-14T18:25:46,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
lagos,2019-11-15,89.6,77,82.7,102.6,77,89.9,76.6,82.6,0,0,0,,0,0,13.6,9.2,227.8,1010.2,51.4,5.7,217.9,18.9,8,,2019-11-15T06:36:03,2019-11-15T18:25:48,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2019-11-16,93.2,76.8,83,110.4,76.8,91.2,77.6,84.6,0,0,0,,0,0,13.9,12.8,212,1009.8,46.2,5.5,141.6,12.2,5,,2019-11-16T06:36:21,2019-11-16T18:25:52,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
lagos,2019-11-17,91.7,78.8,84.4,110.9,78.8,95.1,78.8,84.4,0,0,0,,0,0,17.2,11.4,210.4,1010,54.4,5.8,213.1,18.3,8,,2019-11-17T06:36:40,2019-11-17T18:25:56,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2019-11-18,91.4,78.8,84.4,110.9,78.8,95.7,79,84.6,0,0,0,,0,0,16.6,12.8,226.3,1010,51.9,6,193.3,16.6,6,,2019-11-18T06:36:59,2019-11-18T18:26:01,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2019-11-19,91.4,78.6,83.5,107.8,78.6,93,78.3,85,0,0,0,,0,0,15.4,5.8,243.3,1010.5,50.5,5.8,219.1,18.8,8,,2019-11-19T06:37:19,2019-11-19T18:26:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
lagos,2019-11-20,93.2,77,83,110.4,77,91.6,78,85.5,0,0,0,,0,0,17.2,9.8,250,1010.5,58.9,5.6,178.9,15.2,6,,2019-11-20T06:37:40,2019-11-20T18:26:14,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,VRJU8,DNMM,remote,65201099999"
lagos,2019-11-21,85.8,77,81.2,98.3,77,87.2,76.4,85.8,0,0,0,,0,0,18.1,17.2,203.1,1011.5,56.6,5.7,166.8,14.5,6,,2019-11-21T06:38:01,2019-11-21T18:26:23,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65202099999,DNMM,65201099999"
lagos,2019-11-22,91.4,71.6,81.4,105.1,71.6,87.5,75.3,82.7,0.157,100,4.17,rain,0,0,14.3,16.1,203.6,1011.7,50.9,5.1,201.7,17.5,7,,2019-11-22T06:38:23,2019-11-22T18:26:32,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2019-11-23,89.8,76.8,82.7,105.2,76.8,90.1,77.3,84.4,0,0,0,,0,0,15.4,13.9,209.2,1011.4,43.6,5.1,204.5,17.6,7,,2019-11-23T06:38:45,2019-11-23T18:26:42,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65202099999,DNMM,remote,65201099999"
lagos,2019-11-24,91.4,77,84.1,107.8,77,93.6,78.2,83.3,0.004,100,4.17,rain,0,0,15.9,12.8,225.7,1011.2,50,6,216.4,18.8,7,,2019-11-24T06:39:09,2019-11-24T18:26:53,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2019-11-25,91.4,78.6,84.6,108,78.6,95.1,78.3,82.2,0,0,0,,0,0,16.3,9.2,235.8,1011.4,50.4,6.1,207.5,17.8,7,,2019-11-25T06:39:32,2019-11-25T18:27:05,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
lagos,2019-11-26,91.4,78.4,84.6,110.9,78.4,95.8,79.1,84.3,0,0,0,,0,0,17.7,10.9,232.6,1011.1,49.9,5.8,191.2,16.5,6,,2019-11-26T06:39:57,2019-11-26T18:27:18,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-11-27,92.9,71.6,81,107.7,71.6,87.3,75.7,85.2,1.181,100,8.33,rain,0,0,46.1,10.4,226.6,1011.1,48.4,5.3,206.4,17.8,8,,2019-11-27T06:40:22,2019-11-27T18:27:32,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VRJU8,DNMM,remote,65201099999"
lagos,2019-11-28,91.4,75.2,82.6,110.9,75.2,91.2,77.2,84.3,0.008,100,4.17,rain,0,0,19.5,11.4,216.3,1011.3,48.9,5.4,199.2,17.1,7,,2019-11-28T06:40:47,2019-11-28T18:27:46,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-11-29,91.5,78.6,84,107.8,78.6,93.6,78.8,85.6,0,0,0,,0,0,14.1,11.5,291.9,1011.5,47.7,5.4,206.8,17.9,7,,2019-11-29T06:41:13,2019-11-29T18:28:02,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-11-30,93.2,78.6,84.6,107.8,78.6,95.1,78.3,82.5,0,0,0,,0,0,15.2,12.8,236.5,1011.1,41.3,5.5,231.5,20,8,,2019-11-30T06:41:40,2019-11-30T18:28:19,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-12-01,93.2,77.1,83.4,107.5,77.1,92,77.9,84.5,0,0,0,,0,0,19.7,9.2,264.2,1011.2,53.7,5.4,205.8,17.7,7,,2019-12-01T06:42:06,2019-12-01T18:28:36,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
lagos,2019-12-02,91.4,77,81.7,107.8,77,87.7,76.9,86,0.016,100,8.33,rain,0,0,18.3,10.3,258.7,1011.3,51.4,5.4,192.2,16.4,7,,2019-12-02T06:42:34,2019-12-02T18:28:54,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2019-12-03,91.4,77,83.7,108.1,77,92.5,78.2,84.5,0.118,100,4.17,rain,0,0,15.7,9.2,250.8,1011.1,54.1,5.5,178.6,15.4,6,,2019-12-03T06:43:02,2019-12-03T18:29:13,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999"
lagos,2019-12-04,86,77.3,82.1,99.4,77.3,90.3,78.3,88.8,0,0,0,,0,0,16.6,9.2,256.8,1011,46.2,5.3,182.9,15.8,6,,2019-12-04T06:43:30,2019-12-04T18:29:33,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
lagos,2019-12-05,89.6,77,81.4,105.2,77,87.2,77.3,87.9,0,0,0,,0,0,14.1,9.2,275,1010.6,52.1,4.6,191.9,16.3,8,,2019-12-05T06:43:58,2019-12-05T18:29:54,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65213099999,DNMM,remote,65201099999"
lagos,2019-12-06,88,77,80.8,100.6,77,85.6,77.1,89.1,0,0,0,,0,0,16.1,8.1,313.3,1011.4,51.6,5,178,15.4,6,,2019-12-06T06:44:27,2019-12-06T18:30:15,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2019-12-07,89.6,77,81.4,105.2,77,87.3,77.1,87.3,0.012,100,4.17,rain,0,0,17.2,9.2,244.4,1011.2,50.1,5.6,208,17.8,8,,2019-12-07T06:44:56,2019-12-07T18:30:37,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,65202099999,DNMM,remote,65201099999"
lagos,2019-12-08,91.4,77,82.8,107.8,77,90.3,77.8,85.7,0,0,0,,0,0,14.8,10.3,227.1,1011.4,55.4,5.6,199.6,17.3,7,,2019-12-08T06:45:26,2019-12-08T18:31:00,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
lagos,2019-12-09,93,77,83.7,110.3,77,92.3,78.2,84.7,0,0,0,,0,0,16.6,8.1,244.4,1011.5,54.9,5.8,207.2,17.8,7,,2019-12-09T06:45:55,2019-12-09T18:31:23,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-12-10,91.7,78.8,83.5,106.1,78.8,92,77.9,84.1,4.016,100,4.17,rain,0,0,17.4,9.2,257.8,1010.9,51,5.5,218.5,18.9,8,,2019-12-10T06:46:25,2019-12-10T18:31:47,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,65213099999,VRJU8,DNMM,remote,65201099999"
lagos,2019-12-11,89.9,77,82.6,102.9,77,90.1,77.7,86.1,0,0,0,,0,0,15.4,11.4,247.7,1010.9,53.2,5.4,207.6,18,7,,2019-12-11T06:46:55,2019-12-11T18:32:12,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,VRJU8,DNMM,remote,65201099999"
lagos,2019-12-12,86,73.4,79.1,99.4,73.4,82,76.5,92.3,2.165,100,4.17,rain,0,0,14.5,8.1,195.3,1011.6,50,3.6,180.6,15.5,7,,2019-12-12T06:47:25,2019-12-12T18:32:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
lagos,2019-12-13,86,75.2,80.5,99.4,75.2,86.3,76.7,88.7,0,0,0,,0,0,16.1,8.1,225.5,1012.2,38.1,3.2,168.1,14.6,7,,2019-12-13T06:47:56,2019-12-13T18:33:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-12-14,88.1,77,80.8,100.7,77,85.4,76.8,88.3,0,0,0,,0,0,14.1,15,28.1,1012.7,41.2,2.7,197.6,17,7,,2019-12-14T06:48:26,2019-12-14T18:33:30,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
lagos,2019-12-15,89.6,75.2,81.9,104.6,75.2,88.7,77.5,87.1,0.004,100,4.17,rain,0,0,16.3,10.3,203.5,1011.8,48.8,3.7,192.5,16.5,7,,2019-12-15T06:48:57,2019-12-15T18:33:57,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2019-12-16,93.2,77,83.1,107.9,77,90.2,76.9,82.9,0,0,0,,0,0,14.3,10.3,214,1010.2,48.2,3.9,212.4,18.4,7,,2019-12-16T06:49:27,2019-12-16T18:34:25,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,remote,65201099999"
lagos,2019-12-17,93,75.2,83.1,108,75.2,90.6,76.7,82.4,0.004,100,4.17,rain,0,0,16.6,8.1,232,1010.1,37.4,3.7,220.8,19.2,8,,2019-12-17T06:49:57,2019-12-17T18:34:52,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2019-12-18,91.4,77,83.6,107.8,77,92.2,78,84.3,0,0,0,,0,0,15.2,8.1,232.2,1011.1,40.2,4.1,209.9,18.1,8,,2019-12-18T06:50:28,2019-12-18T18:35:21,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2019-12-19,93.2,77,84.2,113.5,77,93.9,78,82.7,0,0,0,,0,0,15.4,10.3,236,1011.9,53.1,4.7,218.9,19,8,,2019-12-19T06:50:58,2019-12-19T18:35:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,65201099999"
lagos,2019-12-20,95,74.8,84.1,110.2,74.8,92.9,77.6,82.3,0,0,0,,0,0,16.8,12.6,222.4,1011.6,41.8,3.7,213.1,18.6,8,,2019-12-20T06:51:28,2019-12-20T18:36:19,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2019-12-21,91.4,77.8,83.4,109.8,77.8,93,78.5,85.9,0.157,100,4.17,rain,0,0,15.9,11.4,236.2,1012.2,52.9,4.3,182.5,15.6,7,,2019-12-21T06:51:58,2019-12-21T18:36:48,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-12-22,95,77,83.8,107.4,77,91.3,77.2,82.4,0.004,100,4.17,rain,0,0,15.2,8.1,140,1012.2,37.7,4.2,197.8,17.1,7,,2019-12-22T06:52:28,2019-12-22T18:37:18,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2019-12-23,95,75.2,83.1,98.5,75.2,86,72.5,74.4,0,0,0,,0,0,13.4,10.3,107.3,1011.7,24.6,3.6,242.6,21,9,,2019-12-23T06:52:58,2019-12-23T18:37:48,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-12-24,93.2,71.9,81.6,105.1,71.9,87.1,74.3,80.2,0,0,0,,0,0,15.4,11.4,179.3,1011.6,29.6,3.1,252.1,21.9,9,,2019-12-24T06:53:27,2019-12-24T18:38:18,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
lagos,2019-12-25,92.6,73.4,81.9,99.4,73.4,86.1,74.6,80.6,0,0,0,,0,0,15.9,13.9,8.7,1011.8,19.9,3.5,250.3,21.6,9,,2019-12-25T06:53:56,2019-12-25T18:38:49,0.97,Clear,Clear conditions throughout the day.,clear-day,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2019-12-26,93.2,73.4,82.7,105.1,73.4,87.6,74.4,78.5,0,0,0,,0,0,18.3,9.2,181.6,1011.2,25,4.1,245.1,21,9,,2019-12-26T06:54:25,2019-12-26T18:39:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65202099999,DNMM,remote,65201099999"
lagos,2019-12-27,95,73.4,82.5,107.4,73.4,88.1,74.9,79.4,0,0,0,,0,0,16.8,10.3,151.3,1011.3,31.8,3.7,238.4,20.5,8,,2019-12-27T06:54:54,2019-12-27T18:39:50,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-12-28,93.5,73.4,82,100.9,73.4,84.9,72.4,76.1,0,0,0,,0,0,17,9.6,97.7,1010.9,32.2,3.1,245.6,21.2,9,,2019-12-28T06:55:22,2019-12-28T18:40:21,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-12-29,97.1,71.9,82.3,97.7,71.9,83.6,68.8,68.7,0,0,0,,0,0,19.7,10.3,94.8,1009.9,25.1,2.9,254.6,22.1,9,,2019-12-29T06:55:49,2019-12-29T18:40:52,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2019-12-30,95,69.4,80.8,99,69.4,82.4,68.8,70.9,0,0,0,,0,0,17.9,9.2,122.4,1010.2,27.8,3,247.1,21.3,9,,2019-12-30T06:56:16,2019-12-30T18:41:23,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
lagos,2019-12-31,96,69.8,81,98.3,69.8,82.3,68.4,70.1,0,0,0,,0,0,18.1,9.2,43.7,1010.6,25.2,4,253.7,21.9,9,,2019-12-31T06:56:43,2019-12-31T18:41:54,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
lagos,2020-01-01,95.8,70.2,80.1,96.3,70.2,80.9,66.9,68.7,0,0,0,,0,0,15.7,15,40.7,1011.3,40,4.4,258.3,22.3,9,,2020-01-01T06:57:09,2020-01-01T18:42:25,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65202099999,DNMM,65201099999"
lagos,2020-01-02,95,64.4,78.1,97.3,64.4,78.2,61.1,59.6,0,0,0,,0,0,18.3,18.3,35.5,1012.3,41.7,4.8,258.7,22.4,9,,2020-01-02T06:57:35,2020-01-02T18:42:55,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65213099999,DNMM,remote,65201099999"
lagos,2020-01-03,91.4,64.7,76.2,90.7,64.7,75.9,57.2,54.7,0,0,0,,0,0,34.4,21.9,37.9,1013.4,25.9,3.3,259.9,22.4,9,,2020-01-03T06:58:00,2020-01-03T18:43:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2020-01-04,93.2,64.4,77,92.6,64.4,76.8,56,50.2,0,0,0,,0,0,16.6,13.9,37.7,1013.3,20.3,2.2,258.3,22.3,9,,2020-01-04T06:58:25,2020-01-04T18:43:57,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-01-05,91.4,67.4,77.6,90.7,67.4,77.3,59.9,57.9,0,0,0,,0,0,15.2,11.4,68.7,1012.2,29.3,1,252.5,21.8,9,,2020-01-05T06:58:49,2020-01-05T18:44:27,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
lagos,2020-01-06,93.2,69.8,79.9,96.4,69.8,80.8,65.9,65.2,0,0,0,,0,0,15.2,10.3,70.9,1011.2,25.6,1,248,21.4,9,,2020-01-06T06:59:12,2020-01-06T18:44:57,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65213099999,DNMM,65201099999"
lagos,2020-01-07,93.2,70.2,81.2,96.5,70.2,82.5,66.1,62.4,0,0,0,,0,0,19,17.2,165.7,1010.7,22.4,1.4,241.3,20.8,8,,2020-01-07T06:59:34,2020-01-07T18:45:27,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
lagos,2020-01-08,95,73.8,83,101.4,73.8,85.9,71,69.4,0,0,0,,0,0,20.6,6.9,271,1011.9,23.6,1,233,20,9,,2020-01-08T06:59:56,2020-01-08T18:45:57,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
lagos,2020-01-09,96.8,74.3,83.4,107.5,74.3,88.6,74.2,75.7,0,0,0,,0,0,19.9,9.1,221.9,1011.6,23,1.2,251.1,21.6,9,,2020-01-09T07:00:18,2020-01-09T18:46:26,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
lagos,2020-01-10,91.5,78.8,84.4,102.7,78.8,93.5,77.3,80.5,0,0,0,,0,0,18.8,10.3,221.5,1013,36.8,1.6,227.5,19.8,8,,2020-01-10T07:00:38,2020-01-10T18:46:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
lagos,2020-01-11,93.2,80.4,84.2,107.5,87.1,94.7,78.5,84,0.024,100,4.17,rain,0,0,19.7,12.8,218.5,1013.3,46.9,3.7,163.5,14.2,6,,2020-01-11T07:00:58,2020-01-11T18:47:24,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
lagos,2020-01-12,94.2,77,83.9,111.7,77,92.1,77.6,82.6,0,0,0,,0,0,17.7,11.4,209.4,1012.6,42.2,4.3,224.1,19.4,8,,2020-01-12T07:01:17,2020-01-12T18:47:53,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
lagos,2020-01-13,91.4,77,82.8,107.8,77,91.5,77.6,84.8,0,0,0,,0,0,17.4,18.3,205.4,1010.5,44.7,4.9,216.6,18.7,8,,2020-01-13T07:01:35,2020-01-13T18:48:21,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
lagos,2020-01-14,95,78.8,84.9,112.5,78.8,95.4,78.7,83.3,0.039,100,4.17,rain,0,0,18.3,12.7,273.4,1010.1,52.3,4.4,209.1,18.1,8,,2020-01-14T07:01:52,2020-01-14T18:48:48,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,65213099999,DNMM,65201099999"
lagos,2020-01-15,96.8,78.8,85,108.9,78.8,92.8,76.5,78.5,0,0,0,,0,0,19.9,16.1,252.7,1010.3,41.8,4.8,229.7,19.9,8,,2020-01-15T07:02:09,2020-01-15T18:49:15,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
lagos,2020-01-16,95,78.8,84.8,112.9,78.8,95.3,78.7,83.4,0,0,0,,0,0,21.7,10.3,238.3,1011.5,43.4,4.3,221.2,19.1,8,,2020-01-16T07:02:24,2020-01-16T18:49:42,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65213099999,DNMM,65201099999"
lagos,2020-01-17,95.1,77.4,84.8,105.2,77.4,93.1,76.6,78.6,0,0,0,,0,0,20.6,11.4,185.2,1012.7,34.1,3.7,243.1,20.9,9,,2020-01-17T07:02:39,2020-01-17T18:50:08,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,65213099999,DNMM,65201099999"
lagos,2020-01-18,92.6,78.8,83.6,105.1,78.8,90.1,75.8,79.3,0,0,0,,0,0,17.9,9.2,229.6,1012.7,32.4,3.9,238.4,20.5,9,,2020-01-18T07:02:53,2020-01-18T18:50:34,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
