,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
612,"Lagos, Nigeria",2019-03-05,32.0,26.2,28.5,40.6,26.2,34.1,25.8,85.3,0.7,100,25.0,rain,0,0.0,27.4,14.8,228.6,1011.6,45.6,10.0,232.8,20.0,8,,2019-03-05T06:57:24,2019-03-05T18:58:39,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"DNMM,remote,65201099999"
613,"Lagos, Nigeria",2019-03-06,31.0,23.8,26.9,40.6,23.8,30.7,25.5,91.9,38.0,100,4.17,rain,0,0.0,32.4,42.5,197.8,1013.1,62.6,8.5,166.0,14.3,8,,2019-03-06T06:57:00,2019-03-06T18:58:36,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65202099999,DNMM,remote,65201099999"
614,"Lagos, Nigeria",2019-03-07,32.0,23.1,27.4,39.2,23.1,30.8,24.4,84.4,0.0,0,0.0,,0,0.0,30.2,18.4,207.1,1013.1,56.2,7.6,239.4,20.6,9,,2019-03-07T06:56:35,2019-03-07T18:58:32,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
615,"Lagos, Nigeria",2019-03-08,32.6,25.7,28.5,42.5,25.7,33.0,25.5,84.6,0.1,100,4.17,rain,0,0.0,33.1,16.9,217.9,1010.6,72.8,9.1,232.7,20.2,8,,2019-03-08T06:56:10,2019-03-08T18:58:28,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
616,"Lagos, Nigeria",2019-03-09,33.1,24.7,28.6,40.7,24.7,33.5,25.3,82.6,3.4,100,29.17,rain,0,0.0,31.7,16.9,239.8,1011.2,84.0,9.5,230.8,19.9,8,,2019-03-09T06:55:45,2019-03-09T18:58:23,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"DNMM,remote,65201099999"
617,"Lagos, Nigeria",2019-03-10,33.7,24.9,28.6,44.0,24.9,34.1,25.8,85.2,2.9,100,29.17,rain,0,0.0,29.5,16.2,220.2,1012.1,73.5,9.1,203.7,17.7,7,,2019-03-10T06:55:19,2019-03-10T18:58:19,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"DNMM,remote,65201099999"
618,"Lagos, Nigeria",2019-03-11,30.6,26.1,28.5,37.6,26.1,33.9,25.8,85.4,0.8,100,20.83,rain,0,0.0,30.2,17.3,228.5,1011.2,51.7,9.0,241.2,20.9,9,,2019-03-11T06:54:53,2019-03-11T18:58:14,0.17,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"remote,65201099999"
619,"Lagos, Nigeria",2019-03-12,33.1,27.1,29.2,42.3,31.2,35.7,26.1,83.7,0.8,100,25.0,rain,0,0.0,30.6,16.6,218.8,1010.6,67.4,10.0,216.7,18.7,8,,2019-03-12T06:54:26,2019-03-12T18:58:08,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"DNMM,remote,65201099999"
620,"Lagos, Nigeria",2019-03-13,34.0,26.8,29.6,42.0,30.2,36.0,25.8,80.6,1.7,100,16.67,rain,0,0.0,32.0,22.3,223.2,1010.3,61.4,9.9,231.3,19.8,8,,2019-03-13T06:53:59,2019-03-13T18:58:03,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
621,"Lagos, Nigeria",2019-03-14,34.0,27.1,29.3,45.3,30.8,35.6,25.8,82.2,0.1,100,4.17,rain,0,0.0,32.0,16.6,222.1,1009.5,57.0,9.9,222.0,19.2,8,,2019-03-14T06:53:32,2019-03-14T18:57:57,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999"
622,"Lagos, Nigeria",2019-03-15,34.0,27.0,29.8,43.6,31.2,37.0,26.3,82.8,0.0,0,0.0,,0,0.0,32.0,25.9,219.4,1010.5,53.7,9.3,233.0,19.9,9,,2019-03-15T06:53:05,2019-03-15T18:57:51,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
623,"Lagos, Nigeria",2019-03-16,33.0,26.0,28.8,42.1,26.0,34.6,25.9,84.4,4.0,100,4.17,rain,0,0.0,27.7,22.3,206.0,1010.9,77.2,9.8,218.7,18.8,7,,2019-03-16T06:52:37,2019-03-16T18:57:45,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65213099999,DNMM,remote,65201099999"
624,"Lagos, Nigeria",2019-03-17,29.7,26.0,27.7,36.0,26.0,31.1,24.9,84.9,1.1,100,25.0,rain,0,0.0,25.9,15.5,235.3,1010.0,78.1,,223.0,19.3,9,,2019-03-17T06:52:09,2019-03-17T18:57:38,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
625,"Lagos, Nigeria",2019-03-18,34.1,25.9,29.1,44.6,25.9,34.7,25.4,81.5,0.0,0,0.0,,0,0.0,29.9,20.5,217.8,1010.4,50.2,9.3,254.7,22.1,9,,2019-03-18T06:51:41,2019-03-18T18:57:32,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
626,"Lagos, Nigeria",2019-03-19,34.0,26.9,29.5,43.5,30.8,36.4,26.1,82.6,0.2,100,8.33,rain,0,0.0,35.6,22.3,226.4,1009.5,42.2,9.8,245.6,21.2,8,,2019-03-19T06:51:13,2019-03-19T18:57:25,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65202099999,DNMM,remote,65201099999"
627,"Lagos, Nigeria",2019-03-20,35.0,27.0,30.2,46.7,31.2,37.8,26.4,81.2,0.0,0,0.0,,0,0.0,34.6,24.1,216.9,1009.9,48.1,9.4,202.4,17.4,7,,2019-03-20T06:50:44,2019-03-20T18:57:18,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65202099999,DNMM,65201099999"
628,"Lagos, Nigeria",2019-03-21,35.0,27.0,29.8,44.9,31.2,36.8,26.2,82.0,0.1,100,4.17,rain,0,0.0,38.2,25.9,224.5,1009.2,45.9,9.7,207.1,18.1,8,,2019-03-21T06:50:16,2019-03-21T18:57:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,65202099999,DNMM,remote,65201099999"
629,"Lagos, Nigeria",2019-03-22,34.0,23.9,27.8,43.5,23.9,30.7,24.0,80.9,3.0,100,8.33,rain,0,0.0,34.6,19.8,233.1,1009.5,75.0,9.1,145.0,12.4,5,,2019-03-22T06:49:47,2019-03-22T18:57:04,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
630,"Lagos, Nigeria",2019-03-23,34.1,25.2,29.4,45.3,25.2,34.8,25.2,78.6,0.0,0,0.0,,0,0.0,33.1,22.3,222.0,1011.0,50.5,9.8,194.1,16.7,7,,2019-03-23T06:49:19,2019-03-23T18:56:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
631,"Lagos, Nigeria",2019-03-24,32.3,27.0,28.9,42.6,30.1,35.0,25.6,82.7,0.0,0,0.0,,0,0.0,34.2,23.3,209.6,1011.2,56.1,10.0,238.3,20.6,8,,2019-03-24T06:48:50,2019-03-24T18:56:49,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65202099999,DNMM,remote,65201099999"
632,"Lagos, Nigeria",2019-03-25,34.0,26.0,29.2,43.5,26.0,34.0,25.1,79.9,0.3,100,4.17,rain,0,0.0,35.3,24.1,217.2,1012.1,57.3,9.6,216.5,18.6,8,,2019-03-25T06:48:21,2019-03-25T18:56:42,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999"
633,"Lagos, Nigeria",2019-03-26,34.0,25.8,29.7,43.2,25.8,35.3,25.2,78.1,0.0,0,0.0,,0,0.0,27.4,24.1,223.0,1011.9,49.8,10.0,253.7,21.9,8,,2019-03-26T06:47:52,2019-03-26T18:56:34,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
634,"Lagos, Nigeria",2019-03-27,35.0,26.1,29.9,44.9,26.1,36.3,25.7,79.6,0.0,0,0.0,,0,0.0,25.2,20.5,231.5,1012.3,56.8,9.7,249.7,21.5,9,,2019-03-27T06:47:23,2019-03-27T18:56:27,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
635,"Lagos, Nigeria",2019-03-28,34.6,27.4,29.7,45.3,32.2,37.2,26.5,83.4,0.6,100,16.67,rain,0,0.0,33.5,18.7,226.9,1011.2,74.1,9.6,242.3,21.0,8,,2019-03-28T06:46:54,2019-03-28T18:56:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"DNMM,remote,65201099999"
636,"Lagos, Nigeria",2019-03-29,35.0,27.9,30.4,45.1,34.1,38.6,26.6,81.3,1.4,100,4.17,rain,0,0.0,33.5,20.5,214.3,1011.9,52.3,10.0,207.2,17.8,8,,2019-03-29T06:46:26,2019-03-29T18:56:12,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,65213099999,DNMM,65201099999"
637,"Lagos, Nigeria",2019-03-30,35.0,27.7,30.7,46.7,32.3,39.1,26.6,80.1,0.5,100,8.33,rain,0,0.0,33.5,27.7,234.2,1011.4,61.4,10.0,224.5,19.3,8,,2019-03-30T06:45:57,2019-03-30T18:56:05,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"DNMM,remote,65201099999"
638,"Lagos, Nigeria",2019-03-31,34.0,25.0,29.7,45.3,25.0,36.6,26.2,82.3,0.0,0,0.0,,0,0.0,32.0,18.4,217.3,1010.6,60.6,9.4,223.3,19.3,8,,2019-03-31T06:45:28,2019-03-31T18:55:58,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65213099999,DNMM,remote,65201099999"
639,"Lagos, Nigeria",2019-04-01,35.0,26.0,30.0,44.9,26.0,36.1,25.6,78.7,0.0,0,0.0,,0,0.0,30.2,22.3,219.8,1009.5,60.1,9.8,236.7,20.3,8,,2019-04-01T06:45:00,2019-04-01T18:55:50,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
640,"Lagos, Nigeria",2019-04-02,36.0,26.8,30.4,45.9,30.2,37.8,26.1,78.7,0.0,0,0.0,,0,0.0,32.8,17.7,228.8,1009.6,58.5,9.9,241.8,20.9,9,,2019-04-02T06:44:31,2019-04-02T18:55:43,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65202099999,DNMM,remote,65201099999"
641,"Lagos, Nigeria",2019-04-03,35.0,27.0,30.3,45.3,30.6,38.4,26.6,81.5,0.2,100,4.17,rain,0,0.0,31.3,24.1,214.7,1009.7,51.6,10.0,249.0,21.6,9,,2019-04-03T06:44:03,2019-04-03T18:55:36,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65213099999,DNMM,remote,65201099999"
642,"Lagos, Nigeria",2019-04-04,35.1,24.0,30.1,46.7,24.0,37.4,26.2,80.9,0.0,0,0.0,,0,0.0,34.6,29.5,219.2,1009.0,55.9,9.3,237.4,20.4,9,,2019-04-04T06:43:35,2019-04-04T18:55:30,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
643,"Lagos, Nigeria",2019-04-05,34.0,23.0,28.8,44.8,23.0,34.3,25.4,82.8,30.0,100,4.17,rain,0,0.0,35.3,29.5,244.4,1009.8,56.9,9.8,227.6,19.5,8,,2019-04-05T06:43:07,2019-04-05T18:55:23,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999"
644,"Lagos, Nigeria",2019-04-06,34.0,27.1,30.0,45.3,31.6,38.2,26.8,83.7,0.7,100,8.33,rain,0,0.0,39.6,25.9,242.3,1010.7,58.7,10.0,219.7,18.7,8,,2019-04-06T06:42:40,2019-04-06T18:55:16,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
645,lagos,2015-01-01,27.8,26.6,27.4,30.4,26.6,29.0,21.5,70.6,0.0,0,0.0,,0,0.0,30.6,21.2,261.2,1011.2,17.4,,241.9,21.0,9,,2015-01-01T06:57:15,2015-01-01T18:42:31,0.37,Clear,Clear conditions throughout the day.,clear-day,remote
646,lagos,2015-01-02,28.2,27.2,27.6,31.3,29.9,30.5,22.9,75.6,0.0,0,0.0,,0,0.0,25.2,13.7,236.0,1011.9,2.9,,235.5,20.3,8,,2015-01-02T06:57:41,2015-01-02T18:43:02,0.4,Clear,Clear conditions throughout the day.,clear-day,remote
647,lagos,2015-01-03,27.8,26.7,27.3,30.9,26.7,30.1,23.3,78.9,0.0,0,0.0,,0,0.0,29.5,12.6,103.8,1013.1,26.7,,180.6,15.8,6,,2015-01-03T06:58:06,2015-01-03T18:43:33,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
648,lagos,2015-01-04,27.8,25.0,26.5,29.5,25.0,26.9,18.7,63.3,0.0,0,0.0,,0,0.0,24.1,20.9,49.4,1013.5,30.3,,210.8,18.2,8,,2015-01-04T06:58:30,2015-01-04T18:44:03,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
649,lagos,2015-01-05,27.4,24.2,25.9,27.6,24.2,26.0,16.8,57.5,0.0,0,0.0,,0,0.0,24.1,17.6,37.4,1012.9,39.1,,219.5,19.0,8,,2015-01-05T06:58:54,2015-01-05T18:44:34,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
650,lagos,2015-01-06,26.7,24.0,25.6,26.7,24.0,25.6,16.5,57.3,0.0,0,0.0,,0,0.0,25.2,11.2,35.6,1012.3,52.2,,197.1,17.0,7,,2015-01-06T06:59:17,2015-01-06T18:45:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
651,lagos,2015-01-07,26.7,24.9,25.9,26.7,24.9,25.9,17.1,58.6,0.0,0,0.0,,0,0.0,27.7,15.5,69.3,1012.1,91.1,,146.3,12.9,6,,2015-01-07T06:59:39,2015-01-07T18:45:34,0.57,Overcast,Cloudy skies throughout the day.,cloudy,remote
652,lagos,2015-01-08,26.8,24.9,26.1,27.7,24.9,26.2,17.3,58.6,0.0,0,0.0,,0,0.0,24.1,12.6,64.6,1012.8,72.2,,204.3,17.8,8,,2015-01-08T07:00:01,2015-01-08T18:46:04,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
653,lagos,2015-01-09,26.5,24.4,25.7,26.5,24.4,25.7,18.4,64.5,0.0,0,0.0,,0,0.0,27.0,18.0,60.8,1013.4,91.5,,176.1,15.3,8,,2015-01-09T07:00:22,2015-01-09T18:46:33,0.64,Overcast,Cloudy skies throughout the day.,cloudy,remote
654,lagos,2015-01-10,26.8,22.0,24.7,27.0,22.0,24.7,16.5,61.2,0.0,0,0.0,,0,0.0,27.0,21.2,45.7,1013.7,79.6,,221.0,19.1,8,,2015-01-10T07:00:42,2015-01-10T18:47:02,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
655,lagos,2015-01-11,26.5,22.8,24.8,26.5,22.8,24.8,16.3,59.7,0.0,0,0.0,,0,0.0,26.3,21.2,40.0,1014.0,73.9,,209.8,18.2,8,,2015-01-11T07:01:02,2015-01-11T18:47:31,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
656,lagos,2015-01-12,27.1,22.2,24.9,27.3,22.2,25.0,15.8,57.9,0.0,0,0.0,,0,0.0,31.3,23.4,36.0,1012.2,16.4,,221.0,19.2,8,,2015-01-12T07:01:21,2015-01-12T18:47:59,0.74,Clear,Clear conditions throughout the day.,clear-day,remote
657,lagos,2015-01-13,25.9,21.8,24.3,25.9,21.8,24.3,16.2,61.0,0.0,0,0.0,,0,0.0,28.4,20.9,46.4,1012.0,42.4,,215.2,18.6,8,,2015-01-13T07:01:39,2015-01-13T18:48:27,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
658,lagos,2015-01-14,26.4,23.1,25.0,26.4,23.1,25.0,16.6,60.0,0.0,0,0.0,,0,0.0,26.3,14.4,68.1,1012.0,5.3,,219.3,19.2,8,,2015-01-14T07:01:56,2015-01-14T18:48:54,0.8,Clear,Clear conditions throughout the day.,clear-day,remote
659,lagos,2015-01-15,26.2,24.0,25.5,26.2,24.0,25.5,19.0,67.5,0.0,0,0.0,,0,0.0,26.3,13.0,95.0,1012.1,64.4,,226.0,19.5,8,,2015-01-15T07:02:12,2015-01-15T18:49:21,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
660,lagos,2015-01-16,26.6,24.7,25.8,26.6,24.7,25.8,22.7,82.9,0.0,0,0.0,,0,0.0,29.9,10.4,185.4,1012.5,24.4,,213.0,18.4,8,,2015-01-16T07:02:28,2015-01-16T18:49:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
661,lagos,2015-01-17,26.8,25.6,26.1,29.0,25.6,26.2,23.0,83.1,0.0,0,0.0,,0,0.0,34.2,11.9,233.1,1012.4,42.4,,225.7,19.6,8,,2015-01-17T07:02:42,2015-01-17T18:50:14,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
662,lagos,2015-01-18,26.8,25.8,26.3,29.4,25.8,26.6,23.8,86.5,0.0,0,0.0,,0,0.0,31.7,16.2,214.5,1012.8,27.2,,217.6,18.9,8,,2015-01-18T07:02:56,2015-01-18T18:50:40,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
663,lagos,2015-01-19,27.1,26.1,26.6,30.3,26.1,27.5,24.3,87.6,0.0,0,0.0,,0,0.0,32.0,19.4,218.7,1011.7,15.4,,218.7,19.1,8,,2015-01-19T07:03:09,2015-01-19T18:51:05,0.96,Clear,Clear conditions throughout the day.,clear-day,remote
664,lagos,2015-01-20,33.0,26.0,27.6,40.6,26.0,29.7,24.2,82.3,0.0,0,0.0,,0,0.0,31.3,16.6,202.3,1010.4,23.9,7.8,223.1,19.2,8,,2015-01-20T07:03:21,2015-01-20T18:51:29,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"DNMM,remote,65201099999"
665,lagos,2015-01-21,32.2,25.0,28.3,39.2,25.0,31.7,24.4,80.7,0.0,0,0.0,,0,0.0,29.9,20.5,218.4,1011.7,46.1,6.9,225.4,19.5,8,,2015-01-21T07:03:32,2015-01-21T18:51:53,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
666,lagos,2015-01-22,34.0,25.8,28.1,41.6,25.8,31.7,24.6,82.0,0.0,0,0.0,,0,0.0,31.0,22.3,230.3,1011.8,55.3,8.1,219.5,19.0,8,,2015-01-22T07:03:42,2015-01-22T18:52:16,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
667,lagos,2015-01-23,32.0,25.7,28.2,39.2,25.7,32.9,25.3,84.9,0.0,0,0.0,,0,0.0,34.2,20.5,229.8,1011.3,58.7,7.9,151.6,13.2,5,,2015-01-23T07:03:51,2015-01-23T18:52:39,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
668,lagos,2015-01-24,33.0,25.2,28.1,40.6,25.2,31.7,25.3,86.0,0.0,0,0.0,,0,0.0,34.2,23.8,246.6,1010.1,73.4,8.5,172.5,14.9,6,,2015-01-24T07:03:59,2015-01-24T18:53:01,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
669,lagos,2015-01-25,32.8,26.0,28.4,41.7,26.0,33.0,25.6,85.5,0.0,0,0.0,,0,0.0,35.3,27.7,252.5,1010.2,52.2,9.7,189.9,16.6,7,,2015-01-25T07:04:06,2015-01-25T18:53:22,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
670,lagos,2015-01-26,33.0,25.9,28.5,40.6,25.9,32.4,25.1,83.3,0.0,0,0.0,,0,0.0,30.2,28.9,247.9,1011.2,51.1,8.9,109.3,9.4,4,,2015-01-26T07:04:12,2015-01-26T18:53:43,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
671,lagos,2015-01-27,35.0,26.0,28.2,41.2,26.0,31.5,25.1,84.5,0.0,0,0.0,,0,0.0,35.6,23.1,242.8,1010.9,62.7,9.2,111.0,9.4,4,,2015-01-27T07:04:18,2015-01-27T18:54:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
672,lagos,2015-01-28,34.0,26.8,28.7,42.0,30.1,33.6,25.1,81.7,0.0,0,0.0,,0,0.0,36.4,24.1,237.9,1010.4,52.0,9.8,185.9,16.1,7,,2015-01-28T07:04:22,2015-01-28T18:54:23,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
673,lagos,2015-01-29,33.0,26.0,28.6,39.3,26.0,33.0,25.1,82.4,0.0,0,0.0,,0,0.0,34.9,29.5,251.5,1011.0,55.5,8.8,144.7,12.6,5,,2015-01-29T07:04:26,2015-01-29T18:54:42,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,remote,65201099999"
674,lagos,2015-01-30,31.7,25.9,27.6,38.9,25.9,31.1,25.1,86.6,1.0,100,4.17,rain,0,0.0,30.6,24.1,232.5,1011.4,47.2,9.4,214.2,18.6,7,,2015-01-30T07:04:28,2015-01-30T18:55:00,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,65213099999,DNMM,remote,65201099999"
675,lagos,2015-01-31,31.7,26.2,27.6,38.5,26.2,31.7,25.3,87.6,0.0,0,0.0,,0,0.0,32.8,19.1,231.0,1011.4,80.9,7.0,121.9,10.6,5,,2015-01-31T07:04:30,2015-01-31T18:55:17,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,65201099999"
676,lagos,2015-02-01,34.0,26.0,28.8,42.0,26.0,33.9,25.4,82.7,0.0,0,0.0,,0,0.0,28.4,27.7,239.0,1010.7,71.1,9.0,103.4,8.9,4,,2015-02-01T07:04:30,2015-02-01T18:55:34,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
677,lagos,2015-02-02,33.1,27.0,28.6,40.6,31.2,34.2,25.7,84.8,0.0,0,0.0,,0,0.0,33.1,22.3,245.3,1010.1,64.6,9.9,150.6,13.1,5,,2015-02-02T07:04:30,2015-02-02T18:55:50,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
678,lagos,2015-02-03,34.0,26.0,29.1,42.0,26.0,34.7,25.8,83.4,0.0,0,0.0,,0,0.0,32.4,22.3,247.5,1010.9,64.2,9.4,221.0,19.1,8,,2015-02-03T07:04:29,2015-02-03T18:56:05,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,65201099999"
679,lagos,2015-02-04,34.0,26.9,29.4,42.0,30.7,35.2,25.6,81.3,0.0,0,0.0,,0,0.0,31.3,27.7,257.3,1010.6,57.4,9.7,192.6,16.6,7,,2015-02-04T07:04:26,2015-02-04T18:56:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,65201099999"
680,lagos,2015-02-05,34.0,26.0,28.5,42.0,26.0,33.5,25.6,85.1,0.0,0,0.0,,0,0.0,34.2,24.1,227.8,1010.3,72.3,9.3,194.5,16.9,7,,2015-02-05T07:04:23,2015-02-05T18:56:34,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65202099999,DNMM,remote,65201099999"
681,lagos,2015-02-06,34.0,26.7,28.9,43.5,26.7,34.6,25.7,83.1,0.0,0,0.0,,0,0.0,35.3,24.5,211.4,1010.0,71.7,9.7,150.9,13.1,5,,2015-02-06T07:04:19,2015-02-06T18:56:47,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
682,lagos,2015-02-07,33.1,27.0,29.3,42.1,31.2,35.2,25.6,81.1,0.0,0,0.0,,0,0.0,37.4,20.5,215.5,1010.2,69.8,10.0,135.0,11.8,5,,2015-02-07T07:04:14,2015-02-07T18:56:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
683,lagos,2015-02-08,35.0,26.1,29.2,42.0,26.1,34.6,25.5,81.7,0.0,0,0.0,,0,0.0,36.0,23.8,216.2,1009.9,59.4,9.7,191.3,16.6,6,,2015-02-08T07:04:08,2015-02-08T18:57:11,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
684,lagos,2015-02-09,34.0,26.1,29.5,43.5,26.1,35.6,25.8,81.7,0.0,0,0.0,,0,0.0,35.3,25.9,219.4,1009.6,45.8,10.0,175.6,15.2,6,,2015-02-09T07:04:01,2015-02-09T18:57:22,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
685,lagos,2015-02-10,34.4,26.1,28.6,45.2,26.1,33.9,25.5,83.6,1.0,100,20.83,rain,0,0.0,29.9,25.9,212.5,1009.9,61.0,9.6,114.9,9.9,4,,2015-02-10T07:03:54,2015-02-10T18:57:33,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
686,lagos,2015-02-11,34.0,23.1,27.8,43.5,23.1,31.3,24.9,84.9,70.0,100,4.17,rain,0,0.0,30.6,20.9,222.8,1010.0,61.3,8.7,96.3,8.2,4,,2015-02-11T07:03:45,2015-02-11T18:57:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
687,lagos,2015-02-12,33.0,26.0,29.0,42.1,26.0,34.2,25.1,80.3,4.6,100,50.0,rain,0,0.0,36.0,28.8,218.9,1011.3,73.4,9.7,112.1,9.6,4,,2015-02-12T07:03:36,2015-02-12T18:57:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,65202099999,DNMM,remote,65201099999"
688,lagos,2015-02-13,33.0,27.5,29.3,42.1,31.3,34.9,25.2,79.4,0.9,100,37.5,rain,0,0.0,35.6,28.8,231.9,1012.4,68.0,9.8,115.8,10.2,4,,2015-02-13T07:03:25,2015-02-13T18:58:00,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,65202099999,DNMM,remote,65201099999"
