State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Latitude,Longitude
OSUN,ATAKUMOSA EAST,IWARA,29-01-01-001,TOWN HALL IWARA,181,942,44,273,0,0,7.4661824,4.6780746
OSUN,ATAKUMOSA EAST,IWARA,29-01-01-003,"L.A. SCHOOL, IWIKUN",245,881,40,11,175,1,7.5869747,4.6294498
OSUN,ATAKUMOSA EAST,IWARA,29-01-01-004,"METHODIST PRY. SCHOOL, AYETORO",117,308,14,3,99,1,7.8463316,4.4879016
OSUN,ATAKUMOSA EAST,IWARA,29-01-01-007,OPEN SPACE ODO-IWARA,187,538,25,4,155,0,7.5403179,4.8251988
OSUN,ATAKUMOSA EAST,IGANGAN,29-01-02-001,"N.U.D PRY. SCHOL, IGANGAN",187,558,22,0,161,0,7.5467448,3.7881413
OSUN,ATAKUMOSA EAST,IGANGAN,29-01-02-003,"APOSTOLIC PRY. SCHOOL, OKO-AGO",204,724,3,199,0,0,7.4691347,4.5422036
OSUN,ATAKUMOSA EAST,IGANGAN,29-01-02-005,OPEN SPACE AJUMOBI,155,449,4,1,148,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,IPOLE,29-01-03-001,"TOWN HALL, IPOLE",292,787,123,1,152,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,IPOLE,29-01-03-002,TOWN HALL ODO IJESA,225,909,113,5,98,0,7.6239926,4.7331006
OSUN,ATAKUMOSA EAST,IPOLE,29-01-03-003,ST. ANDREW ISE-IJESA,243,565,84,3,129,0,7.5466,4.8116
OSUN,ATAKUMOSA EAST,IPOLE,29-01-03-004,"L.A. SCHOOL, IMOGBARA",206,478,88,2,104,0,7.6229643,4.7912267
OSUN,ATAKUMOSA EAST,IPOLE,29-01-03-005,OPEN SPACE IROGBO/IJEMBA,200,613,75,0,105,4,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,IPOLE,29-01-03-006,"ST. JOHN PRY. SCHOOL, IDADO",253,574,132,9,99,0,7.6225555,4.7491437
OSUN,ATAKUMOSA EAST,IPERINDO,29-01-04-002,TOWN HALL IPERINDO II,228,960,83,1,136,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,IPERINDO,29-01-04-003,"TEMIDIRE GRAMMAR SCHOOL, IPERINDO",222,750,75,3,141,0,7.1344973,4.8637331
OSUN,ATAKUMOSA EAST,IPERINDO,29-01-04-004,MATT. CENT AGO ISEGUN,194,532,16,0,176,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,IPERINDO,29-01-04-006,"COMM. PRY. SCHOOL, KAJOLA",145,731,24,1,120,0,7.658203,4.7262728
OSUN,ATAKUMOSA EAST,IPERINDO,29-01-04-007,"CENT. PRY. SCHOOL, AASA",252,724,2,0,246,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,IPERINDO,29-01-04-008,OPEN SPACE AYENI/TEMIDIRE,95,359,22,1,72,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-001,ETI ONI OPEN SPACE,114,536,5,1,106,0,7.3804456,4.7588042
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-002,"L.A. PRY. SCHOOL, ALADODO",132,490,1,3,125,0,7.392688,4.767194
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-003,"ANG. PRY. SCHOOL, ALARERE",174,724,7,0,165,0,7.3958114,3.9401716
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-004,COURT HALL ITAPA,249,815,6,0,238,0,8.0197744,4.6730947
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-005,"MATERNITY CENTRE, ILORO",196,673,81,0,113,0,7.54191,4.721739
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-006,OPEN SPACE TEMIDIRE I,170,628,7,0,157,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-007,"OPEN SPACE, TEMIDIRE II",171,554,4,0,162,0,7.6613365,5.224637
OSUN,ATAKUMOSA EAST,AYEGUNLE,29-01-06-002,"L.A. PRY. SCHOOL, AJIDO",221,667,71,0,144,0,7.6538301,4.8330188
OSUN,ATAKUMOSA EAST,AYEGUNLE,29-01-06-004,C.A.C. PRY. SCHOOL AKANNI,84,379,3,0,78,0,7.6156251,4.7491163
OSUN,ATAKUMOSA EAST,AYEGUNLE,29-01-06-006,ITAMERIN,95,400,29,0,60,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,FOREST RESERVE  II,29-01-08-002,GRAMMAR SCHOOL ALAKA,252,619,153,0,95,0,5.5439377,6.238907
OSUN,ATAKUMOSA EAST,FOREST RESERVE  II,29-01-08-003,L.A. SCHOOL LABOSIPO,215,579,122,0,92,0,7.5869747,4.6294498
OSUN,ATAKUMOSA EAST,FAFORIJI,29-01-09-004,AGBON JEGEDE,157,589,3,0,149,0,7.5279497,4.7208776
OSUN,ATAKUMOSA EAST,FAFORIJI,29-01-09-005,"SURAJU PRY. SCHOOL, ERINSEBIJA",109,380,4,0,103,1,7.658203,4.7262728
OSUN,ATAKUMOSA EAST,FAFORIJI,29-01-09-006,COMM. PRY. SCHOOL OMI-ODO,88,229,7,0,80,0,7.5869747,4.6294498
OSUN,ATAKUMOSA EAST,FAFORIJI,29-01-09-008,EHIN-OKE,77,208,5,0,72,0,7.5063883,4.8264125
OSUN,ATAKUMOSA EAST,AJEBANDELE,29-01-10-002,"ST. JOHN'S PRY SCHOOL, ERINBURO",173,602,6,2,165,0,7.5869747,4.6294498
OSUN,ATAKUMOSA EAST,AJEBANDELE,29-01-10-003,L.A. PRY SCHOOL AYINRIN ADEDEJI I,140,552,13,0,127,0,7.8865822,4.8899208
OSUN,ATAKUMOSA WEST,OSU I,29-02-01-001,"METHODIST PRIMARY SCHOOL, OKE OJA - OSU",339,956,121,9,204,0,7.5865785,4.6242508
OSUN,ATAKUMOSA WEST,OSU I,29-02-01-004,"ATAKUNMOSA HIGH SCHOOL, OSU",315,997,125,33,147,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,OSU II,29-02-02-001,"APOSTOLIC PRY SCHOOL, IWARO",176,539,94,0,72,0,7.4691347,4.5422036
OSUN,ATAKUMOSA WEST,OSU II,29-02-02-002,"PRY SCHOOL, ILOBA",179,520,59,0,107,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,OSU II,29-02-02-004,"PRY SCHOOL, ALAKOWE",115,356,59,3,45,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,OSU II,29-02-02-006,ODESOMI VILLAGE,134,304,79,0,54,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,OSU II,29-02-02-008,"R.C.M. PRY. SCHOOL, KAJOLA",78,190,68,0,67,0,7.316552,4.4268
OSUN,ATAKUMOSA WEST,OSU II,29-02-02-009,"COMM. PRY. SCHOOL, ASAOBI",134,278,20,0,112,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,OSU II,29-02-02-010,BALOGUN VILLAGE,119,312,75,2,37,0,7.4030851,4.2325536
OSUN,ATAKUMOSA WEST,OSU  III,29-02-03-001,"METHODIST PRY. SCHOOL, OKEOMI, OSU",296,836,122,18,150,0,7.8463316,4.4879016
OSUN,ATAKUMOSA WEST,OSU  III,29-02-03-002,"METHODIST PRY. SCHOOL, OSU",180,624,69,66,105,0,7.499147,4.651544
OSUN,ATAKUMOSA WEST,OSU  III,29-02-03-003,"L.A. PRY. SCHOOL, ILOWO ST. OSU",299,857,129,14,141,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,OSU  III,29-02-03-004,"PRY. SCHOOL, ITAMERIN",138,506,31,3,89,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,OSU  III,29-02-03-005,"COMM. GRAMMAR SCHOOL, AJIDO, OSU",284,776,102,9,172,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,IBODI,29-02-04-003,IGILA VILLAGE,100,256,28,2,69,0,7.5817,4.6631
OSUN,ATAKUMOSA WEST,IBODI,29-02-04-004,IYERE VILLAGE,209,482,62,6,140,0,7.1758045,5.612942
OSUN,ATAKUMOSA WEST,IBODI,29-02-04-006,ILOTIN VILLAGE,141,293,54,3,81,0,7.8455588,4.4928531
OSUN,ATAKUMOSA WEST,IFELODUN,29-02-05-001,EPE VILLAGE,184,676,2,1,179,0,7.4856561,3.926805
OSUN,ATAKUMOSA WEST,IFELODUN,29-02-05-003,ODO IJU VILLAGE,106,387,11,2,83,0,7.5883193,4.7384702
OSUN,ATAKUMOSA WEST,IFELODUN,29-02-05-004,IYEMOGUN VILLAGE,202,517,32,1,167,0,7.6068554,4.729841
OSUN,ATAKUMOSA WEST,IFELODUN,29-02-05-005,"METHODIST PRY. SCHOOL, IGUN",38,381,1,1,1,0,7.8463316,4.4879016
OSUN,ATAKUMOSA WEST,ITAGUNMODI,29-02-06-004,ARAROMI VILLAGE,187,518,0,0,0,0,7.6168571,4.3939398
OSUN,ATAKUMOSA WEST,OKE BODE,29-02-07-001,OJU OJA OKEBODE,256,622,80,11,153,0,7.3397439,4.177615
OSUN,ATAKUMOSA WEST,OKE BODE,29-02-07-002,"ST. JOHN PRY. SCHOOL, OKE-BODE",218,498,65,8,128,0,7.580821,4.5621895
OSUN,ATAKUMOSA WEST,OKE BODE,29-02-07-005,"L.A. PRY. SCHOOL, KAJOLA",412,924,187,14,182,0,7.4199992,4.6025787
OSUN,ATAKUMOSA WEST,OKE BODE,29-02-07-006,ARAROMI KAJOLA,301,716,183,16,81,0,7.4918713,5.2181855
OSUN,ATAKUMOSA WEST,OKE BODE,29-02-07-007,LAALA VILLAGE,163,348,30,5,112,0,7.7842892,4.533527
OSUN,ATAKUMOSA WEST,OKE BODE,29-02-07-010,"MATERNITY CENTRE, OSUNJELA",302,845,176,10,101,0,7.4852657,4.3591093
OSUN,ATAKUMOSA WEST,ISA OBI,29-02-08-001,"ISAOBI PRY. SCHOOL,",183,491,82,3,91,0,7.5869747,4.6294498
OSUN,ATAKUMOSA WEST,ISA OBI,29-02-08-003,RISAWE VILLAGE,236,628,110,6,108,0,7.6242809,4.6708709
OSUN,ATAKUMOSA WEST,MUROKO,29-02-09-002,"ST. JAMES PRY. SCHOOL, ILAA",191,545,116,2,66,0,7.7813132,4.5640971
OSUN,ATAKUMOSA WEST,MUROKO,29-02-09-004,ILOYA VILLAGE,116,318,45,3,60,0,7.6276192,4.7415638
OSUN,ATAKUMOSA WEST,MUROKO,29-02-09-005,IPOYE VILLAGE,95,269,34,0,57,0,7.5883193,4.7384702
OSUN,ATAKUMOSA WEST,MUROKO,29-02-09-006,ESIRA VILLAGE,102,182,81,0,20,0,7.6276192,4.7415638
OSUN,ATAKUMOSA WEST,IFEWARA  I,29-02-10-001,"TOWN HALL, IFEWARA",273,836,127,3,140,0,7.4661824,4.6780746
OSUN,ATAKUMOSA WEST,IFEWARA  I,29-02-10-002,OGOGODOJA VILLAGE,120,315,40,3,77,0,7.461639,4.6621597
OSUN,ATAKUMOSA WEST,IFEWARA  I,29-02-10-003,AGBABIAKA VILLAGE,88,203,46,1,25,0,7.461639,4.6621597
OSUN,ATAKUMOSA WEST,IFEWARA  I,29-02-10-004,"N. U. D. PRY. SCHOOL, IFEWARA",252,758,97,6,147,1,7.4591999,4.6771001
OSUN,ATAKUMOSA WEST,IFEWARA  II,29-02-11-001,"ST. DOMINIC PRY. SCHOOL, IFEWARA",188,505,90,5,81,0,7.4591999,4.6771001
OSUN,ATAKUMOSA WEST,IFEWARA  II,29-02-11-002,IFEWARA HIGH SCHOOL I,222,562,80,4,114,0,7.4734746,4.6771702
OSUN,ATAKUMOSA WEST,IFEWARA  II,29-02-11-003,IFEWARA HIGH SCHOOL II,180,542,67,9,94,0,7.4734746,4.6771702
OSUN,ATAKUMOSA WEST,IFEWARA  II,29-02-11-005,MATERNITY IFEWARA,259,864,91,6,160,0,7.54191,4.721739
OSUN,AYEDAADE,BALOGUN,29-03-01-001,"ILE ASORO, OPP. CUSTOMARY COURT, GBONGAN",311,825,169,6,131,0,7.7857658,4.5448245
OSUN,AYEDAADE,BALOGUN,29-03-01-002,"OLUFI MEMORIAL PRY. SCHOL, OPP. S.S.S. OFFICE, GBONGAN",330,804,192,3,117,0,7.4743546,4.360329
OSUN,AYEDAADE,BALOGUN,29-03-01-003,"ST. PATRICK'S GRAMM. SCHOOL, I ADENUGA AREA, GBONGAN",329,861,167,4,150,0,7.4720222,4.3463645
OSUN,AYEDAADE,BALOGUN,29-03-01-004,"ST. PATRICK'S GRAMMAR SCHOOL, II ADENUGA AREA, GBONGAN",393,990,168,5,200,0,7.4720222,4.3463645
OSUN,AYEDAADE,BALOGUN,29-03-01-005,"MOLUBERIN JUNCTION, NEW ROAD AREA, GBONGAN",279,710,177,0,97,0,7.4743546,4.360329
OSUN,AYEDAADE,BALOGUN,29-03-01-006,"COMMUNITY HALL, OKE OJE AREA, GBONGAN",331,776,197,3,123,0,7.47201,4.3618067
OSUN,AYEDAADE,OTUN BALOGUN,29-03-02-002,"ST. PETER'S PRY. SCHOOL II, OKE APATA GBONGAN",268,753,183,2,116,0,7.3851507,3.8971151
OSUN,AYEDAADE,OTUN BALOGUN,29-03-02-003,"COMMUNITY HALL OKE OLA AREA, GBONGAN",341,949,221,4,104,0,7.47201,4.3618067
OSUN,AYEDAADE,OTUN BALOGUN,29-03-02-006,"ILE MOYEGUN, OBADA AREA, GBONGAN",324,750,157,8,145,0,7.4743546,4.360329
OSUN,AYEDAADE,OLUFI,29-03-03-002,"OBADOORE CUSTOMARY COURT, GBONGAN",201,468,82,3,83,0,7.477272,4.356046
OSUN,AYEDAADE,OLUFI,29-03-03-006,"ILE AKANTI / OJUDE ASEDA, AKANTI COMP. GBONGAN",328,785,170,4,149,0,7.4743546,4.360329
OSUN,AYEDAADE,OLUFI,29-03-03-007,"OKE IRORUN JUNCTION, AJEGUNLE AREA",361,906,177,9,109,0,7.4743546,4.360329
OSUN,AYEDAADE,OTUN-OLUFI,29-03-04-002,"MATERNITY AJEGUNLE, OKE ELU AREA, GBONGAN I",136,307,64,8,52,0,7.4743546,4.360329
OSUN,AYEDAADE,OTUN-OLUFI,29-03-04-005,"ST. PAUL'S PRY. SCHOOL, OKE CHURCH AREA, GBONGAN II",267,648,153,5,83,0,7.478396,4.353054
OSUN,AYEDAADE,OTUN-OLUFI,29-03-04-008,"E.D.C. SCHOOL, ARAROMI, ADENUGA AREA, GBONGAN",353,850,206,5,132,1,7.359673,4.1863483
OSUN,AYEDAADE,OTUN-OLUFI,29-03-04-009,"ST. MARTIN'S PRY SCHOOL, IWO ROAD, GBONGAN",318,750,168,11,129,0,7.4742619,4.3441522
OSUN,AYEDAADE,OTUN-OLUFI,29-03-04-010,"PALACE ROAD, ONIDELE, OKE OFA AREA, GBONGAN",353,716,166,0,154,0,7.4743546,4.360329
OSUN,AYEDAADE,OTUN-OLUFI,29-03-04-011,"ABEKOKO, ABEKOKO AREA, GBONGAN",361,947,213,3,130,0,7.4743546,4.360329
OSUN,AYEDAADE,OTUN-OLUFI,29-03-04-012,"ABEKOKO, ABEKOKO AREA, GBONGAN",361,947,126,1,108,0,7.4743546,4.360329
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-003,"D.C. SCHOOL, OKE ESO, OKE ESO, AREA ODE OMU",287,605,81,5,201,0,7.540581,4.4028039
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-004,"D.C. SCHOOL, OKE ESO, OKE ESO AREA ODEOMU",152,350,41,1,103,0,7.540581,4.4028039
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-005,"IGBIRA ISALE AREA, IGBIRA VILLAGE ODE OMU",88,191,27,1,59,0,7.4804486,4.5720696
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-008,"OKE-OWU HALL I, OKE OWU AREA ODEOMU",178,460,77,3,85,0,7.82965,4.097664
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-011,"ILE OSO ARO AREA, ILE OSO ARO, ODE OMU",206,474,91,3,108,0,7.5327343,4.420481
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-013,"KETU AREA, KETU AREA ODE OMU",258,521,83,2,165,0,7.5534316,3.804642
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-014,"OLUSEYI HALL, FAJOB'S COMP. ODE-OMU",204,496,84,0,107,0,7.5393623,4.3960827
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-016,"IGBIRA OKE AREA, IGBIRA VILLAGE ODEOMU",251,575,92,5,151,0,7.540581,4.4028039
OSUN,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-017,"BARA OLUEJU, COMP. ODE OMU",299,683,96,1,176,0,7.535019,4.4138998
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-001,"ST. PIUS, AMOLA AREA, ODE OMU",239,526,90,2,145,0,7.477185,4.3535602
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-004,"ST. MICHAEL GRAMMAR SCHOOL, OBADA AREA, ODE OMU",299,693,150,5,138,0,7.5494558,4.4009586
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-005,"A.U.D. PRY. SCHOOL, OKE ODO LAGERE AREA, ODE OMU",175,436,62,1,108,0,7.535609,4.3899359
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-006,"THE APOSTOLIC SCHOOL, IDI ASA'S COMP. ODEOMU",267,576,105,1,146,0,7.5079181,4.3697262
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-007,"ST. DAVID.S PRIMARY SCHOOL, OBADA AREA, ODEOMU",327,787,129,7,178,0,7.48975,4.548651
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-008,"IDIOSE, ILE OKE ODE OMU",247,609,118,0,122,0,7.5379981,4.3959045
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-010,"ALAGBAA, ILE ALAGBAA ODE OMU",206,412,68,2,131,0,7.666529,4.189059
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-011,"LEWERE I, LEWERE COMP. ODEOMU",258,551,141,1,111,0,7.540581,4.4028039
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-014,"ONILE AREA, ILE ONILE ARAN, ODEOMU",222,444,119,1,90,0,7.359673,4.1863483
OSUN,AYEDAADE,LAGERE/AMOLA,29-03-06-016,"ONITOKUN AREA, ONITOKUN COMP. ODEOMU",204,440,68,2,131,0,7.521108,4.5231573
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-001,D.C. AKOWIDE AKOWIDE VILLAGE,157,268,87,0,66,0,7.476928,4.362678
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-002,OGBAAGBA OGBAAGBA VILLAGE,136,355,0,0,0,0,7.7016673,4.251281
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-003,WAKAJAIYE I,211,553,83,3,109,0,7.4676644,4.3295054
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-005,"OLOBA VILLAGE, OLOBA VILLAGE",106,248,76,2,4,0,7.4682432,4.364417
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-007,"MOJAPA, MOJAPA VILLAGE",112,290,74,0,34,0,7.4682432,4.364417
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-009,"AKIRIBOTO II, ST. DAVID'S, AKIRIBOTO II",212,543,67,5,131,0,7.4761846,4.3514442
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-010,"AKIRIBOTO  III, ST. DAVID'S AKIRIBOTO III",86,284,26,2,54,0,7.4761846,4.3514442
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-012,"OLUWADA, OLUWADA VILLAGE",88,247,44,1,38,0,7.4675269,4.3844601
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-013,ALAGBEDE VILLAGE,109,262,74,2,33,0,7.5151916,4.3757853
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-014,BEMBE VILLAGE,121,279,85,0,35,0,7.392266,4.3581187
OSUN,AYEDAADE,GBONGAN RURAL,29-03-07-015,AKINJEPO VILLAGE,96,266,0,0,0,0,7.4682432,4.364417
OSUN,AYEDAADE,OBALUFON,29-03-09-001,"ST. LUKE'S SCHOOL I, OKE ESO ORILE OWU",231,441,115,4,97,0,8.1333487,4.2355663
OSUN,AYEDAADE,OBALUFON,29-03-09-004,"GBEKE HALL, GBEKE AREA, ORILE OWU",277,637,95,1,178,0,7.4007151,3.9235473
OSUN,AYEDAADE,OBALUFON,29-03-09-005,"GBEKE HALL, GBEKE VILLAGE",128,335,55,3,67,0,7.359673,4.1863483
OSUN,AYEDAADE,OBALUFON,29-03-09-009,"ATOBA VILLAGE, ATOBA VILLAGE",35,107,18,1,14,0,7.2156619,4.3685574
OSUN,AYEDAADE,OBALUFON,29-03-09-010,"ABEWELA VILLAGE, ABEWELA VILLAGE",174,381,58,2,114,0,7.359673,4.1863483
OSUN,AYEDAADE,ANLUGBUA,29-03-10-001,"GBOGBO VILLAGE, GBOGBO VILLAGE, ORILE OWU",200,389,75,1,113,0,7.3158995,3.9192566
OSUN,AYEDAADE,ANLUGBUA,29-03-10-002,"OLUWO COMPD. OLUWO COMPD, ORILE OWU",209,518,102,2,98,0,7.249796,4.3287457
OSUN,AYEDAADE,ANLUGBUA,29-03-10-004,"SABO I, SABO AREA",185,526,112,0,60,0,7.7564943,4.4542311
OSUN,AYEDAADE,ANLUGBUA,29-03-10-005,"SABO II, SABO AREA",90,228,61,0,23,0,7.7564943,4.4542311
OSUN,AYEDAADE,ANLUGBUA,29-03-10-007,"ST. PETER'S SCHOOL, OKE OLA ORILE OWU",138,350,72,1,61,0,6.863507,3.989452
OSUN,AYEDAADE,ANLUGBUA,29-03-10-008,"COURT HALL, OJUOJA, ORILE OWU",95,202,37,2,0,0,7.4768767,4.35743
OSUN,AYEDAADE,ANLUGBUA,29-03-10-009,"COURT HALL, OJU OJA, ORILE OWU",105,292,47,0,56,0,7.4768767,4.35743
OSUN,AYEDAADE,ANLUGBUA,29-03-10-011,"BAPT. PRY. SCHOOL, APENA AREA, ORILE OWU",162,431,66,0,82,0,7.359673,4.1863483
OSUN,AYEDAADE,ANLUGBUA,29-03-10-013,"MOTAKO II, MOTAKO VILLAGE",18,86,7,0,10,0,7.359673,4.1863483
OSUN,AYEDAADE,ANLUGBUA,29-03-10-014,"OPE AYOOLA, OPE AYOOLA VILLAGE",35,112,21,1,9,0,7.2002947,4.3323521
OSUN,AYEDAADE,ANLUGBUA,29-03-10-015,"GBONA, GBONNA VILLAGE",219,478,83,1,130,0,7.359673,4.1863483
OSUN,AYEDAADE,ANLUGBUA,29-03-10-018,"ALAGBEDE, ALAGBEDE VILLAGE",55,173,29,1,24,0,7.2165932,4.3412607
OSUN,AYEDAADE,ANLUGBUA,29-03-10-019,COMMUNITY PRY. SCHOOL ALABAMETA,146,427,101,0,45,0,7.255426,4.334904
OSUN,AYEDAADE,ANLUGBUA,29-03-10-020,"ALAGUNTAN, ALAGUNTAN VILLAGE",67,303,58,2,7,0,7.4216948,3.838353
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-002,ARAROMI OWU II TOWN,214,530,82,0,123,0,7.165309,4.3643817
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-003,ARAROMI OWU MARKET,284,750,143,0,112,0,7.1372043,4.3359635
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-005,"IDI IROKO, IDI IROKO VILLAGE",211,516,106,1,103,0,7.5996146,4.5102421
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-007,"AJEGUNLE, AJEGUNLE VILLAGE",239,515,145,1,84,0,7.1435618,4.3382107
OSUN,AYEDIRE,OLUPONNA  1,29-04-01-002,"D.C. SCHOOL, ADENLERE, ADENLERE",236,565,102,4,126,0,7.6339631,4.1709161
OSUN,AYEDIRE,OLUPONNA  1,29-04-01-003,"METHODIST PRY. SCHOOL, IWO RAILWAY STATION",249,666,143,2,101,0,7.6422318,4.1877702
OSUN,AYEDIRE,OLUPONNA  1,29-04-01-004,OLUPONNA TOWN HALL I,371,945,148,13,204,0,7.6053702,4.1894217
OSUN,AYEDIRE,OLUPONNA  1,29-04-01-005,OLUPONNA TOWN HALL II,263,739,91,12,157,0,7.6053702,4.1894217
OSUN,AYEDIRE,OLUPONNA  1I,29-04-02-001,"D.C. SCHOOL, OLUPONNA",302,750,136,14,148,0,7.5896796,4.1834474
OSUN,AYEDIRE,OLUPONNA  1I,29-04-02-002,"BAPTIST SCHOOL, OLUPONNA",342,750,157,4,180,0,7.5536917,4.166734
OSUN,AYEDIRE,OLUPONNA  1I,29-04-02-003,OJISUN OPEN SPACE,401,908,161,2,225,0,7.6035,4.1868
OSUN,AYEDIRE,OLUPONNA  1II,29-04-03-001,ARAROMI MARKET I,397,823,157,6,232,0,7.6403901,4.1866596
OSUN,AYEDIRE,OLUPONNA  1II,29-04-03-002,ARAROMI MARKET II,384,856,161,2,197,0,7.6403901,4.1866596
OSUN,AYEDIRE,OLUPONNA  1II,29-04-03-004,"SAINT JOHN'S SCHOOL, WAASINMI",211,433,87,0,119,0,7.5001,4.1715
OSUN,AYEDIRE,OLUPONNA  1II,29-04-03-005,"D.C. SCHOOL, OLORI/ODUWO",222,464,128,0,90,0,7.5351,4.1755
OSUN,AYEDIRE,OKE-OSUN,29-04-04-001,"CHRIST ANGLICAN SCHOOL, ELESIN",307,660,145,0,157,0,7.5383485,4.2718177
OSUN,AYEDIRE,OKE-OSUN,29-04-04-002,IYANA IKIRE OPEN SPACE,203,440,81,0,115,0,7.544035,4.206006
OSUN,AYEDIRE,OKE-OSUN,29-04-04-003,"A.U.D SCHOOL, ELEJI",168,503,87,0,69,0,7.6488341,4.1868049
OSUN,AYEDIRE,OKE-OSUN,29-04-04-004,"COMMUNITY  HIGH SCHOOL, ONIGANGAN",328,794,115,5,152,0,7.5896796,4.1834474
OSUN,AYEDIRE,OKE-OSUN,29-04-04-005,"N.U.D. SCHOOL, ILEIRAN",348,713,139,0,201,0,7.8799747,4.5727598
OSUN,AYEDIRE,OKE-OSUN,29-04-04-006,A.U.D. ABANIKANDA,285,730,189,0,91,0,7.483392,4.3554114
OSUN,AYEDIRE,OKE-OSUN,29-04-04-007,"D.C. SCHOOL, ALAGBAA",177,413,99,0,78,0,7.6339631,4.1709161
OSUN,AYEDIRE,OKE-OSUN,29-04-04-008,MAMU/ABIMBOLA,118,281,85,0,32,0,7.5732,4.3055
OSUN,AYEDIRE,OKE-OSUN,29-04-04-009,OLORUNDA MARKET,31,104,17,0,14,0,7.5855349,4.2848158
OSUN,AYEDIRE,OKE-OSUN,29-04-04-010,LAITAN VILLAGE,42,129,32,0,9,0,7.5581613,4.264103
OSUN,AYEDIRE,OKE-OSUN,29-04-04-011,AJEBANDELE VILLAGE,39,103,28,0,10,0,6.7323567,4.4002069
OSUN,AYEDIRE,ILEOGBO  I,29-04-05-001,IDI ORE MARKET,350,708,239,0,101,0,7.6220939,4.2440684
OSUN,AYEDIRE,ILEOGBO  I,29-04-05-002,"LUTHER KING'S COLLEGE, ILEOGBO",424,938,231,26,147,0,7.6274272,4.2389299
OSUN,AYEDIRE,ILEOGBO  I,29-04-05-003,"METHODIST PRY. SCHOOL, ILEOGBO",264,567,153,3,106,0,7.561212,4.2032661
