State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Latitude,Longitude
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-011,OLORIN,167,314,40,0,116,0,7.7641251,4.321359
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-012,OSUNTEDO,272,680,139,3,120,0,7.6944536,4.3298644
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-013,IDI-IGBA,132,334,44,0,85,0,7.7683595,4.3138547
OSUN,IFE CENTRAL,ILARE I,29-11-01-001,OLUOROGBO HIGH SCHOOL,304,907,171,30,97,0,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-003,OPE OLU-HOSPITAL,201,517,137,18,33,0,7.4995128,4.5557737
OSUN,IFE CENTRAL,ILARE I,29-11-01-004,MOOREMI HIGH SCHOOL,228,869,103,58,39,0,7.511715,4.5451935
OSUN,IFE CENTRAL,ILARE I,29-11-01-005,O.A.U. STAFF  QUARTERS,172,606,96,45,17,0,7.5259871,4.5318711
OSUN,IFE CENTRAL,ILARE I,29-11-01-006,SIJUWADE NURS/PRY. SCHOOL,288,761,156,42,66,1,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-007,SIJUWADE NURS/PRY. SCHOOL,288,761,199,16,55,4,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-008,SIJUWADE NURS/PRY. SCHOOL,288,761,116,24,69,0,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-009,SIJUWADE NURS/PRY. SCHOOL,288,761,144,20,67,0,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-010,SIJUWADE NURS/PRY. SCHOOL,288,761,125,33,78,3,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-011,SIJUWADE NURS/PRY. SCHOOL,288,761,133,10,39,0,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-012,SIJUWADE NURS/PRY. SCHOOL,288,761,148,17,69,0,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-013,SIJUWADE NURS/PRY. SCHOOL,288,761,186,12,75,0,7.5011818,4.5495411
OSUN,IFE CENTRAL,ILARE I,29-11-01-015,ORANMIYAN GRAMMAR SCHOOL,235,502,139,18,65,0,7.4946152,4.5536043
OSUN,IFE CENTRAL,ILARE I,29-11-01-016,OPEN SPACE MOKOLA,250,749,156,20,57,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE II,29-11-02-009,"L.A. PRY. SCHOOL, FAJUYI",220,750,124,30,106,1,7.5227698,4.5819963
OSUN,IFE CENTRAL,ILARE II,29-11-02-011,"L.A. PRY. SCHOOL, FAJUYI",220,750,0,0,0,0,7.5227698,4.5819963
OSUN,IFE CENTRAL,ILARE II,29-11-02-012,OPEN SPACE IBUKUNOLU LINE  I,200,566,110,16,61,1,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE II,29-11-02-013,OPEN SPACE IBUKUNOLU LINE  I,200,566,89,20,45,3,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE II,29-11-02-014,OPEN SPACE IBUKUNOLU LINE  I,200,566,74,6,26,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE II,29-11-02-015,BACK OF AJEGUNLE BUS STOP (ARUBIEWE),261,663,171,15,71,0,6.6811211,3.2646492
OSUN,IFE CENTRAL,ILARE III,29-11-03-003,AKODI OONI ILARE I,196,592,98,13,70,0,7.4821976,4.5602666
OSUN,IFE CENTRAL,ILARE III,29-11-03-004,AKODI OONI ILARE I,196,592,140,5,76,1,7.4821976,4.5602666
OSUN,IFE CENTRAL,ILARE III,29-11-03-007,AKODI OLUBUSE,264,759,141,6,110,0,7.4821976,4.5602666
OSUN,IFE CENTRAL,ILARE III,29-11-03-012,ERANYIBA COURT,225,613,139,10,85,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE III,29-11-04-001,ERANYIBA COURT,225,613,134,11,67,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE III,29-11-04-002,ERANYIBA COURT,225,613,91,6,60,1,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE III,29-11-04-003,ERANYIBA COURT,225,613,149,9,44,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE III,29-11-04-004,ERANYIBA COURT,225,613,123,8,58,2,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE III,29-11-04-005,ERANYIBA COURT,225,613,94,4,49,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE III,29-11-04-006,ERANYIBA COURT,225,613,121,5,54,1,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE III,29-11-04-007,ERANYIBA COURT,225,613,130,5,75,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE III,29-11-04-008,ERANYIBA COURT,225,613,88,1,39,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE IV,29-11-04-009,AKODI AYEDUN,147,355,102,1,37,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE IV,29-11-04-010,"A.U.I PRY. SCHOOL,OLAOLU",269,750,134,12,90,21,7.4826727,4.5697543
OSUN,IFE CENTRAL,ILARE IV,29-11-04-011,AKODI ADEJOKUN,116,411,76,4,34,1,7.4834612,4.5608785
OSUN,IFE CENTRAL,ILARE IV,29-11-04-012,METHODIST PRY. SCHOOL,274,990,135,7,110,15,7.5000137,4.5507939
OSUN,IFE CENTRAL,ILARE IV,29-11-04-013,METHODIST PRY. SCHOOL,274,990,91,7,53,0,7.5000137,4.5507939
OSUN,IFE CENTRAL,ILARE IV,29-11-04-014,OPEN SPACE OLUMOGBE I,164,409,96,3,48,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE IV,29-11-04-015,OPEN SPACE OLUMOGBE II,152,312,87,6,46,1,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE IV,29-11-04-016,OPEN SPACE OLUMOGBE II,152,312,70,9,43,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,ILARE IV,29-11-04-017,OPEN SPACE OLUMOGBE II,152,312,86,4,22,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-001,NEW GARAGE (OPEN SPACE MOTOR PARK),211,750,106,28,65,4,7.4963716,4.5143968
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-002,NEW GARAGE (OPEN SPACE MOTOR PARK),211,750,57,53,24,0,7.4963716,4.5143968
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-003,NEW GARAGE (OPEN SPACE MOTOR PARK),211,750,70,27,55,1,7.4963716,4.5143968
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-004,FAJUYI HALL O.A.U,115,872,33,58,8,0,7.5181875,4.5183125
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-006,"O.A.U. QUARTERS, 1ST BUS STOP",154,750,80,60,10,0,7.4913243,4.5560002
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-007,"O.A.U. QUARTERS, 2ND BUS STOP",183,617,81,78,16,0,7.4913243,4.5560002
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-008,"BLESSING NURSERY AND PRY. SCHOOL, FAOLA LAYOUT",165,785,72,47,38,0,7.511004,4.5487601
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-009,OBAGBILE (O.A.U FARM),129,568,62,53,5,0,7.522068,4.5263077
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-010,"L.A. PRY. SCHOOL, AJEBAMIDELE",314,1190,135,54,101,2,7.33839,4.5299759
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-011,"L.A. PRY. SCHOOL, ELEFON",160,404,105,1,47,0,7.5227698,4.5819963
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-012,"OPEN SPACE FALAJU STREET, EDE-ROAD",131,750,76,18,27,0,7.4964577,4.5109458
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-013,"POST GRADUATE HALL, O.A.U",97,750,45,36,12,1,7.5219993,4.5165631
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-014,"SPORTS CENTRE, O.A.U",73,750,35,32,3,0,7.5162813,4.5209511
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-001,OPEN SPACE MAYFAIR JUNCTION,140,750,68,42,27,0,7.4886036,4.5349752
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-002,"L.A. PRY. SCHOOL, ELEYELE",149,596,78,27,40,1,7.495778,4.5429543
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-003,"L.A. PRY. SCHOOL, ELEYELE",149,596,0,0,0,0,7.495778,4.5429543
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-004,OPEN SPACE LATI ELUYERA,209,649,142,13,39,2,7.4959761,4.5474024
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-005,LIVING HOPE HOSPITAL,268,803,121,70,59,1,7.4959559,4.5438695
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-006,FRONTAGE SERAMO GUEST HOUSE,221,625,127,21,54,0,7.4968638,4.5500553
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-007,FRONTAGE NITEL,147,799,74,22,35,0,7.4891875,4.5451875
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-008,IFE GIRLS HIGH SCHOOL,16,965,112,37,56,2,7.4927361,4.5442311
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-009,"ST. MATHEW  NURSERY/PRY. SCHOOL, ELEYELE",206,698,94,20,74,0,7.4950537,4.5454397
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-010,OPEN SPACE MAYOWA STREET,253,820,140,30,73,0,7.5114678,4.4912376
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-012,BISHOP'S COURT PARAKIN OBALUFE,214,919,107,62,32,1,7.4938583,4.53669
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-014,"OMO/OLU NUR/PRY. SCHOOL, AKINDOYIN",152,419,83,13,28,0,7.4734686,4.5536704
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-015,TOWN PLANNING OFFICE,189,669,112,42,27,1,7.4895505,4.5446246
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-016,OPEN SPACE OPP. PROF. ABIRI'S HOUSE,216,722,127,25,57,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,IREMO III,29-11-07-001,AKODI OBALAYE AJUPEPE,190,556,109,14,65,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,IREMO III,29-11-07-004,FRONTAGE OF ALIMI'S HOUSE,195,569,107,10,36,0,7.4821976,4.5602666
OSUN,IFE CENTRAL,IREMO III,29-11-07-006,OLUBUSE MARKET (ISO OBI),203,721,120,14,41,0,7.4821976,4.5602666
OSUN,IFE CENTRAL,IREMO III,29-11-07-007,AKODI OBALUFON I,199,712,108,19,63,0,7.4873615,4.5499589
OSUN,IFE CENTRAL,IREMO III,29-11-07-008,AKODI OBALUFON  II,220,905,100,39,68,1,7.4876731,4.5499505
OSUN,IFE CENTRAL,IREMO III,29-11-07-009,OPEN SPACE AYIBIOWU,202,775,132,15,46,0,7.4821976,4.5602666
OSUN,IFE CENTRAL,IREMO III,29-11-07-010,"ST. PETER'S PRY. SCHOOL, IREMO",251,906,137,11,94,0,7.6267651,4.433644
OSUN,IFE CENTRAL,IREMO III,29-11-07-011,AKODI JARAN ARINLOYE,111,264,59,1,44,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,IREMO III,29-11-07-012,OPEN SPACE ILARA,178,497,105,19,42,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,IREMO III,29-11-07-014,OPEN SPACE LONDON STREET,230,703,0,0,0,0,7.4823145,4.5602381
OSUN,IFE CENTRAL,IREMO III,29-11-07-015,AKODI LATALE,243,840,159,11,65,1,7.4834612,4.5608785
OSUN,IFE CENTRAL,IREMO III,29-11-07-016,AKODI LATALE,243,840,117,6,25,0,7.4834612,4.5608785
OSUN,IFE CENTRAL,IREMO III,29-11-07-017,L.G. OFFICE OJA TUNTUN,249,784,129,13,95,0,7.762824,4.5332981
OSUN,IFE CENTRAL,IREMO IV,29-11-08-002,AKODI AKUI,274,695,119,10,125,0,7.5201003,4.5183996
OSUN,IFE CENTRAL,IREMO IV,29-11-08-005,AKODI JAGBERE,211,580,126,7,46,0,7.4834612,4.5608785
OSUN,IFE CENTRAL,IREMO IV,29-11-08-007,OPEN SPACE GBELENKAN ST.,248,647,118,17,103,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,IREMO IV,29-11-08-011,AKODI AKILE,250,522,150,7,87,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,IREMO V,29-11-09-004,AKODI AGA,191,600,106,8,73,0,7.4834612,4.5608785
OSUN,IFE CENTRAL,IREMO V,29-11-09-005,AKODI ABEWELA,241,671,136,5,86,0,7.4834612,4.5608785
OSUN,IFE CENTRAL,IREMO V,29-11-09-008,"C.A.C PRY. SCHOOL, OJOYIN",210,610,141,4,59,0,7.4903989,4.5274079
OSUN,IFE CENTRAL,IREMO V,29-11-09-009,"ST. MICHAEL PRY. SCHOOL, OGBON-AGBARA",181,532,118,1,51,0,43.5189837,-80.2238012
OSUN,IFE CENTRAL,IREMO V,29-11-09-012,HIGH COURT ADEREMI ROAD,282,931,154,30,67,0,7.4957179,4.5169551
OSUN,IFE CENTRAL,IREMO V,29-11-09-015,AKODI FALOYIN,210,606,119,2,80,0,7.4834612,4.5608785
OSUN,IFE CENTRAL,AKARABATA,29-11-10-001,AKARABATA LINE  I,213,924,137,17,51,0,7.4866413,4.5469927
OSUN,IFE CENTRAL,AKARABATA,29-11-10-002,AKARABATA LINE  II,151,665,80,17,47,1,7.4866413,4.5469927
OSUN,IFE CENTRAL,AKARABATA,29-11-10-003,AKARABATA LINE  III,186,744,89,9,83,0,7.4866413,4.5469927
OSUN,IFE CENTRAL,AKARABATA,29-11-10-004,FRONTAGE OF L.I.E.'S OFFICE,149,651,96,3,48,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,AKARABATA,29-11-10-005,URBAN DAY GRAMMAR SCHOOL,93,581,44,17,30,0,7.4885028,4.5322305
OSUN,IFE CENTRAL,AKARABATA,29-11-10-006,LOCAL GOVT. MINI MARKET,123,583,64,8,34,0,7.4888246,4.5329869
OSUN,IFE CENTRAL,AKARABATA,29-11-10-007,ORANMIYAN SHOPPING COMPLEX,168,697,86,14,56,0,7.4873362,4.5465581
OSUN,IFE CENTRAL,AKARABATA,29-11-10-008,FRONTAGE OF ISAWUMI,154,615,67,13,71,0,7.4959761,4.5474024
OSUN,IFE CENTRAL,AKARABATA,29-11-10-009,FRONTAGE OF LENARDS,114,511,53,12,41,1,7.4959761,4.5474024
OSUN,IFE CENTRAL,AKARABATA,29-11-10-010,FRONTAGE OF LITTLE BY LITTLE,121,733,56,4,54,0,7.4834612,4.5608785
OSUN,IFE CENTRAL,AKARABATA,29-11-10-011,FRONTAGE OF WATER CORPORATION,87,333,52,8,21,0,7.4879795,4.5366929
OSUN,IFE CENTRAL,AKARABATA,29-11-10-012,S.D.A. PRY. SCHOOL,148,692,79,11,55,0,7.4883764,4.5414261
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-001,IFE CITY HALL AREA I,135,484,90,5,0,35,7.4821976,4.5602666
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-002,AGBEDEGBEDE STREET,137,405,102,0,26,0,7.4907834,4.566473
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-004,AGBEDE AREA,303,744,132,0,166,0,7.5280971,4.5676009
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-005,"A.U.D PRY. SCHOOL, IDO-OSUN STREET",195,443,93,3,97,0,7.7796633,4.4883385
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-006,AFTER POLICE STATION,210,643,127,12,63,0,7.4907834,4.566473
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-007,"OPP. PAPA OWOYOMI, OJAJA LINE I",190,433,104,7,75,0,7.4907834,4.566473
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-008,FAJUYI ROAD,251,686,121,23,91,0,7.5280971,4.5676009
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-010,IFEDAPO STREET,200,511,91,40,60,0,7.5280971,4.5676009
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-011,IKOYI QUARTERS,162,470,92,17,46,0,7.512266,4.575672
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-012,IFE CITY AREA II,239,683,135,25,67,0,7.4907834,4.566473
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-013,OPA AREA,278,913,154,49,56,0,7.4765317,4.5573992
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-014,ALAKOWE,97,581,42,12,37,0,7.4907834,4.566473
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-015,ERE-OLA,249,793,144,42,54,0,7.4907834,4.566473
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-018,ODUDUWA COLLEGE ROAD,280,755,149,6,117,0,7.4913126,4.5603356
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-018,ODUDUWA COLLEGE ROAD,280,755,149,6,117,0,7.4913126,4.5603356
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-019,MOORE,143,455,77,19,21,0,7.5280971,4.5676009
OSUN,IFEDAYO,OYI,29-12-01-002,L.A. PRY. SCHOOL II,166,371,0,0,0,0,7.464506,4.762519
OSUN,IFEDAYO,OYI,29-12-01-003,"ST. STEPHEN SCHOOL, ARAROMI",417,780,192,2,220,0,42.9478715,-79.8572195
OSUN,IFEDAYO,OYI,29-12-01-004,ASAOYE VILLAGE,165,250,68,0,97,0,7.618573,4.4413632
OSUN,IFEDAYO,OYI,29-12-01-005,OYI ADIO,201,352,64,0,134,0,7.9719,4.9545
OSUN,IFEDAYO,OYI,29-12-01-006,"ST. JAMES PRY. SCHOOL, OYI ADUNNI",96,166,52,0,44,0,7.7813132,4.5640971
OSUN,IFEDAYO,OYI,29-12-01-007,COMMUNITY PRY SCH AJEBAMIDELE,121,224,39,1,70,0,8.0291568,5.0516074
OSUN,IFEDAYO,OYI,29-12-01-008,ABA IKIRUN,111,215,57,0,64,0,7.9128627,4.6765814
OSUN,IFEDAYO,AYETORO,29-12-02-001,ST. JOHN PRY. SCH. AYETORO,163,293,73,2,87,0,7.9535441,5.2362543
OSUN,IFEDAYO,AYETORO,29-12-02-002,ALAGBEDE PRY. SCH. ALAGBEDE,243,483,116,2,119,0,7.8865822,4.8899208
OSUN,IFEDAYO,AYETORO,29-12-02-003,ST. JAMES PRY. SCH. IDI ODAN,283,609,123,0,155,0,7.7808645,4.5640294
OSUN,IFEDAYO,AYETORO,29-12-02-004,DISPENSARY ABALAGEMO`,232,374,79,0,149,0,43.467299,-80.523298
OSUN,IFEDAYO,AYETORO,29-12-02-005,ST. MARK PRY. SCH. ABA OBALUMO,293,520,98,1,192,0,7.9648278,5.0031228
OSUN,IFEDAYO,ISINMI,29-12-03-001,ST. MATTHEW ISINMI OLOTU,208,442,74,0,133,0,8.0179703,4.9091039
OSUN,IFEDAYO,ISINMI,29-12-03-003,ABA OLUODE,252,479,103,4,139,1,7.9648278,5.0031228
OSUN,IFEDAYO,ISINMI,29-12-03-004,ABA OTEU,190,341,63,0,118,0,7.9648278,5.0031228
OSUN,IFEDAYO,ISINMI,29-12-03-005,ABA OGUNLOLU,141,312,81,0,60,0,7.9648278,5.0031228
OSUN,IFEDAYO,BALOGUN,29-12-04-001,"S.D.A. PRY. SCHOOL, OKE-ILA I",161,370,56,4,100,0,7.9475148,5.0318187
OSUN,IFEDAYO,BALOGUN,29-12-04-003,"S.D.A PRY. SCHOOL, OKE-ILA III",146,291,64,4,75,0,7.9504041,4.9864696
OSUN,IFEDAYO,BALOGUN,29-12-04-004,"S.D.A PRY. SCHOOL, OKE-ILA III",146,291,72,0,149,0,7.9504041,4.9864696
OSUN,IFEDAYO,BALOGUN,29-12-04-005,"MATERNITY CENTRE, OKE-ILA II",200,408,80,4,116,0,7.9232381,4.6721171
OSUN,IFEDAYO,OBAALE,29-12-05-001,BAPTIST PRY. SCHOOL I,207,446,75,0,124,1,8.0123804,4.8984329
OSUN,IFEDAYO,OBAALE,29-12-05-002,BAPTIST PRY. SCHOOL II,103,247,31,1,69,0,8.0123804,4.8984329
OSUN,IFEDAYO,OBAALE,29-12-05-003,BAPTIST PRY. SCHOOL III,200,402,85,0,110,0,8.0123804,4.8984329
OSUN,IFEDAYO,OBAALE,29-12-05-004,DAGBOLU JUNCTION I,267,590,78,8,179,0,7.861401,4.4744379
OSUN,IFEDAYO,OBAALE,29-12-05-006,OKOLODE AREA (YAYA),69,162,38,0,28,0,7.928295,4.964402
OSUN,IFEDAYO,AWORO/OKE-ILA RURAL,29-12-06-001,OKE-ILA GRAMMAR SCHOOL I,239,526,84,1,151,0,7.956506,4.993508
OSUN,IFEDAYO,AWORO/OKE-ILA RURAL,29-12-06-002,OKE-ILA GRAMMAR SCHOOL II,129,226,38,1,86,0,7.956506,4.993508
OSUN,IFEDAYO,AWORO/OKE-ILA RURAL,29-12-06-004,EJIFUNMI MARKET CENTRE,105,183,0,0,0,0,7.95385,4.9895996
OSUN,IFEDAYO,AWORO/OKE-ILA RURAL,29-12-06-005,ILUPEJU PRY. SCHOOL,101,196,41,0,58,0,7.984744,4.989369
OSUN,IFEDAYO,AWORO/OKE-ILA RURAL,29-12-06-007,ENSINKIN VILLAGE,59,130,15,0,35,0,7.9890943,5.0026454
OSUN,IFEDAYO,ASAONI,29-12-07-001,OKE AFIN MARKET  I,146,282,68,0,72,0,7.8862632,4.8869768
OSUN,IFEDAYO,ASAONI,29-12-07-002,OKE AFIN MARKET  II,96,283,22,2,67,0,7.8862632,4.8869768
OSUN,IFEDAYO,ASAONI,29-12-07-003,OKE YARD ORA I,80,183,33,0,45,0,8.0400631,5.0572665
OSUN,IFEDAYO,ASAONI,29-12-07-004,OKE YARD ORA II,39,77,21,2,16,0,8.0392927,5.0501664
OSUN,IFEDAYO,ASAONI,29-12-07-005,AGBUGBURU JUNCTION,91,219,51,3,37,0,7.928295,4.964402
OSUN,IFEDAYO,ASAONI,29-12-07-006,ORA GRAMMAR SCHOOL,219,419,74,4,134,0,8.0399501,5.0387284
OSUN,IFEDAYO,ASAONI,29-12-07-007,MATERNITY CENTRE ORA,145,346,57,2,82,0,8.0352116,5.0524899
OSUN,IFEDAYO,CO-OPERATIVE,29-12-08-001,OKE ALAFA BUS STOP I,158,318,72,6,79,0,7.9153789,4.6679877
OSUN,IFEDAYO,CO-OPERATIVE,29-12-08-002,OKE ALAFA BUS STOP II,131,297,53,7,70,0,43.10848,-79.06362
OSUN,IFEDAYO,CO-OPERATIVE,29-12-08-003,WII MARKET SQUARE ORA I,192,364,57,3,131,0,7.8862632,4.8869768
OSUN,IFEDAYO,CO-OPERATIVE,29-12-08-005,WII  MARKET SQUARE ORA III,138,286,48,1,87,0,7.8862632,4.8869768
OSUN,IFEDAYO,AKESIN,29-12-09-001,OKE AGBALA K.S.  II,124,271,35,1,85,0,7.9539424,4.9896482
OSUN,IFEDAYO,AKESIN,29-12-09-002,ODOMIJA COMPOUND,146,295,50,3,91,0,7.4823145,4.5602381
OSUN,IFEDAYO,AKESIN,29-12-09-004,ORA R. C. M. PRY. SCHOOL II,123,227,33,2,84,0,8.0316508,5.049807
OSUN,IFEDAYO,AKESIN,29-12-09-005,ORA R. C. M.  PRY. SCHOOL III,128,229,45,2,78,0,8.0316508,5.049807
OSUN,IFEDAYO,AKESIN,29-12-09-006,ARIYO  COMPOUND,101,229,39,1,59,0,7.4954737,5.2169712
OSUN,IFEDAYO,TEMIDIRE,29-12-10-001,"L.A. PRY. SCHOOL, ORA I",126,250,51,0,71,0,7.984744,4.989369
OSUN,IFEDAYO,TEMIDIRE,29-12-10-002,"L.A. PRY SCHOOL, ORA II",149,292,38,2,107,0,8.0291568,5.0516074
OSUN,IFEDAYO,TEMIDIRE,29-12-10-003,"COMM. PRY. SCHOOL, I TEMIDIRE",46,120,17,0,29,0,7.9661626,5.0451279
OSUN,IFEDAYO,TEMIDIRE,29-12-10-005,ST. STEPHEN PRY. SCHOOL,144,262,49,3,91,0,42.9478715,-79.8572195
OSUN,IFE EAST,MOORE,29-13-01-001,IFE CITY COLLEGE I ILESHA ROAD,325,910,146,87,77,2,7.5084543,4.5801803
OSUN,IFE EAST,MOORE,29-13-01-002,IFE CITY COLLEGE II ILESHA ROAD,266,750,116,58,72,4,7.5084543,4.5801803
OSUN,IFE EAST,MOORE,29-13-01-003,"ST. GABRIEL PRY. SCHOOL, I MOORE",239,750,117,23,81,3,7.475203,4.5384593
OSUN,IFE EAST,MOORE,29-13-01-004,ST. GABRIEL PRY. SCHOOL II MOORE,251,777,126,27,86,0,7.4923476,4.5573936
OSUN,IFE EAST,MOORE,29-13-01-005,"L.A. PRY. SCHOOL, IJIO, OJA IFE",340,838,206,11,101,0,7.4804486,4.5720696
OSUN,IFE EAST,MOORE,29-13-01-007,"C. A. C. PRY. SHOOL, OBALURU VILLAGE",115,302,61,1,49,0,7.4804486,4.5720696
OSUN,IFE EAST,MOORE,29-13-01-008,"ABA OMPETU, OMPETU VILLAGE",69,227,39,1,23,0,7.4804486,4.5720696
OSUN,IFE EAST,MOORE,29-13-01-010,"OPA  AREA, ILESHA ROAD",428,1408,201,83,117,0,7.5479767,4.5839009
OSUN,IFE EAST,ILODE  I,29-13-02-001,"ENUWA SQUARE, PALACE FRONTAGE",304,966,116,8,177,0,7.4821976,4.5602666
OSUN,IFE EAST,ILODE  I,29-13-02-002,"ST. JOHN'S PRY. SCHOOL I, OKE ATAN",295,875,170,12,102,2,7.4815843,4.5690897
OSUN,IFE EAST,ILODE  I,29-13-02-004,"AKODI OSUOGUN, OJA IFE AREA",323,958,162,14,130,0,7.4804486,4.5720696
OSUN,IFE EAST,ILODE  I,29-13-02-005,"ALL SAINTS PRY. SCHOOL, ILODE",232,750,108,6,109,0,7.4826727,4.5697543
OSUN,IFE EAST,ILODE  I,29-13-02-006,"AKODI AJAMOPO, AJAMOPO",268,844,149,8,95,0,7.4834804,4.5587301
OSUN,IFE EAST,ILODE  I,29-13-02-007,AKODI JETAO OPP. ENUWA SQUARE,241,587,0,10,0,0,7.4804486,4.5720696
OSUN,IFE EAST,ILODE  II,29-13-03-001,"CATHOLIC TECHNICAL COLLEGE, ILODE",342,974,180,29,109,2,7.482422,4.5755267
OSUN,IFE EAST,ILODE  II,29-13-03-002,"LOCAL AUTHORIY PRY. SCHOOL, MOSARAJO VILLAGE",137,300,83,7,42,1,7.4826727,4.5697543
OSUN,IFE EAST,ILODE  II,29-13-03-006,"OONI GIRLS' HIGH SCHOOL, OKE-OGBO",431,1125,182,45,146,3,7.470501,4.5749393
OSUN,IFE EAST,ILODE  II,29-13-03-007,"LOCAL AUTHORITY PRY. SCHOOL ILODE, IFEWARA ROAD",331,934,174,23,125,0,7.4826727,4.5697543
OSUN,IFE EAST,OKEREWE  I,29-13-04-001,"ST. PHILIPS PRY. SCHOOL I, AYETORO",214,750,101,23,81,0,7.4756776,4.5609303
